Nazwa,ID,Fabryka,Pakowanie,Waga Paczki,Waga Jednostki,Cena katalogowa,Cena zakupu,Cena Detal Fabryka,Cena Detal Plac,Cena Wykonawcy Fabryka,Cena Wykonawcy Plac,Cena Hurt Fabryka,Cena Hurt Plac,Czy Kurier,Cena Kurier,Towar Niedostępny,Przewidywany czas dostępnosci,Uwagi,Sprzedaz jednostkowa,Szerokosc,Na Promocji,Na Palecie,Czy Koszt Sprzedazy,wpid
"Granito Rosso 25kg.",20629,GARDENSTONES,48,1.2,0.025,22.93,16.28,21.2,23,19.1,20.9,18,19.8,,0,,2021-12-23 00:00:00,,48,0,,1,,24045
"Bazalt 25kg.",20630,GARDENSTONES,48,1.2,0.025,10.43,7.41,9.7,11.5,8.7,10.5,8.2,10,,0,,2021-12-23 00:00:00,,48,0,,1,,24046
"Nero Ebano 25kg.",20631,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24065
"Grafito 25kg.",20632,GARDENSTONES,48,1.2,0.025,11.25,7.99,10.4,12.2,9.4,11.2,8.8,10.6,,0,,2021-12-23 00:00:00,,48,0,,1,,24048
"Serpentynit 25kg.",20633,GARDENSTONES,48,1.2,0.025,11.11,7.89,10.3,12.1,9.3,11.1,8.7,10.5,,0,,2021-12-23 00:00:00,,48,0,,1,,24069
"Kora Antracytowa 25kg.",20634,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24050
"Koraota 25kg.",20635,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,0
"Kora Srebrna 25kg.",20636,GARDENSTONES,48,1.2,0.025,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24071
"Plum Slate 25kg.",20637,GARDENSTONES,48,1.2,0.025,46.49,33.01,43,44.8,38.7,40.5,36.4,38.2,,0,,2021-12-23 00:00:00,,48,0,,1,,24053
"Kora Kamienna 25kg.",20638,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24054
"Golden Gravel 25kg.",20639,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24055
"Natural 25kg.",20640,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24056
"Japoński Ogród 25kg.",20641,GARDENSTONES,48,1.2,0.025,11.78,8.37,10.9,12.7,9.8,11.6,9.3,11.1,,0,,2021-12-23 00:00:00,,48,0,,1,,24057
"Paloma 25kg.",20642,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24058
"Żwir Lodowy 25kg.",20643,GARDENSTONES,48,1.2,0.025,12.73,9.04,11.8,13.6,10.6,12.4,10,11.8,,0,,2021-12-23 00:00:00,,48,0,,1,,24059
"White Angel 25kg.",20644,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24060
"Kalcyt 25kg.",20645,GARDENSTONES,48,1.2,0.025,21.89,15.54,20.3,22.1,18.2,20,17.1,18.9,,0,,2021-12-23 00:00:00,,48,0,,1,,24061
"Bianco Carrara 25kg.",20646,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24062
"Bardiglio 25kg.",20647,GARDENSTONES,48,1.2,0.025,34.4,24.43,31.8,33.6,28.6,30.4,26.9,28.7,,0,,2021-12-23 00:00:00,,48,0,,1,,24063
"Marmur Czarny 25kg.",20648,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24064
"Nero Ebano 25kg.",20649,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24065
"Cherry 25kg.",20650,GARDENSTONES,48,1.2,0.025,56.01,39.77,51.8,53.6,46.6,48.4,43.8,45.6,,0,,2021-12-23 00:00:00,,48,0,,1,,24066
"Rosso Verona 25kg.",20651,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24067
"Giallo Siena 25kg.",20652,GARDENSTONES,48,1.2,0.025,29.51,20.95,27.3,29.1,24.6,26.4,23.1,24.9,,0,,2021-12-23 00:00:00,,48,0,,1,,24068
"Serpentynit 25kg.",20653,GARDENSTONES,48,1.2,0.025,34.14,24.24,31.6,33.4,28.4,30.2,26.7,28.5,,0,,2021-12-23 00:00:00,,48,0,,1,,24069
"Koraota 25kg.",20654,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,0
"Kora Srebrna 25kg.",20655,GARDENSTONES,48,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,48,0,,1,,24071
"WD system",20656,GARDENSTONES,1,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,24072
"WD siatka",20657,GARDENSTONES,1,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,24073
"WD słupek",20658,GARDENSTONES,1,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,24074
"Mocowanie",20659,GARDENSTONES,1,0,0,7.2,7.2,9.4,92.9,8.5,92,8,91.5,,0,,2021-12-23 00:00:00,,1,0,,,,24075
"Hak",20660,GARDENSTONES,1,0,0,3.44,3.44,4.5,88,4.1,87.6,3.8,87.3,,0,,2021-12-23 00:00:00,,1,0,,,,24076
"Castle Stone 80x80x2",20661,GARDENSTONES,25.6,1.2,0.046875,325.95,231.42,300.9,304.2,270.8,274.1,254.6,257.9,,0,,2021-12-23 00:00:00,,0,0,,1,,24077
"Morning Side 80x80x2",20662,GARDENSTONES,25.6,1.2,0.046875,325.95,231.42,300.9,304.2,270.8,274.1,254.6,257.9,,0,,2021-12-23 00:00:00,,0,0,,1,,24078
"Hudson 80x80x2",20663,GARDENSTONES,25.6,1.2,0.046875,325.95,231.42,300.9,304.2,270.8,274.1,254.6,257.9,,0,,2021-12-23 00:00:00,,0,0,,1,,24079
"Forest 80x80x2",20664,GARDENSTONES,25.6,1.2,0.046875,325.95,231.42,300.9,304.2,270.8,274.1,254.6,257.9,,0,,2021-12-23 00:00:00,,0,0,,1,,24080
"Woodliving Fumo 40x120x2",20665,GARDENSTONES,23.04,1.2,0.052083333333333,301.35,213.96,278.2,281.9,250.4,254.1,235.4,239.1,,0,,2021-12-23 00:00:00,,0,0,,1,,24081
"Woodliving Scuro 40x120x2",20666,GARDENSTONES,23.04,1.2,0.052083333333333,301.35,213.96,278.2,281.9,250.4,254.1,235.4,239.1,,0,,2021-12-23 00:00:00,,0,0,,1,,24082
"Woodliving Biondo 40x120x2",20667,GARDENSTONES,23.04,1.2,0.052083333333333,301.35,213.96,278.2,281.9,250.4,254.1,235.4,239.1,,0,,2021-12-23 00:00:00,,0,0,,1,,24083
"Hamilton 100x50x2",20668,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24084
"Forest 100x50x2",20669,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24085
"Castle Stone 100x50x2",20670,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24086
"Aluminium 100x50x2",20671,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24087
"Platinium 100x50x2",20672,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24088
"Dark Stone 100x50x2",20673,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24089
"White Stone 100x50x2",20674,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24090
"Corten 100x50x2",20675,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24093
"Hudson 100x50x2",20676,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24094
"Desert 100x50x2",20677,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24095
"Lime Stone 100x50x2",20678,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24096
"Malabar Stone 100x50x2",20679,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24097
"Morning Side 100x50x2",20680,GARDENSTONES,21,1.2,0.057142857142857,238.62,169.42,220.3,224.3,198.3,202.3,186.4,190.4,,0,,2021-12-23 00:00:00,,0,0,,1,,24098
"Porfido Beż 60x60x2",20681,GARDENSTONES,23.04,1.2,0.052083333333333,190.65,135.36,176,179.7,158.4,162.1,148.9,152.6,,0,,2021-12-23 00:00:00,,0,0,,1,,24099
"Porfido Antracyt 60x60x2",20682,GARDENSTONES,23.04,1.2,0.052083333333333,190.65,135.36,176,179.7,158.4,162.1,148.9,152.6,,0,,2021-12-23 00:00:00,,0,0,,1,,24100
"Porfido Rustic 60x60x2",20683,GARDENSTONES,23.04,1.2,0.052083333333333,190.65,135.36,176,179.7,158.4,162.1,148.9,152.6,,0,,2021-12-23 00:00:00,,0,0,,1,,24101
"Motion Grey 60x60x2",20684,GARDENSTONES,23.04,1.2,0.052083333333333,190.65,135.36,176,179.7,158.4,162.1,148.9,152.6,,0,,2021-12-23 00:00:00,,0,0,,1,,24102
"Palisada granitowa łupana 10x10x33",20685,GARDENSTONES,140,0,0,17.84,17.84,23.2,23.8,20.9,21.5,19.7,20.3,,0,,2021-12-23 00:00:00,,0,0,,1,,24108
"Palisada granitowa łupana 10x10x50",20686,GARDENSTONES,100,0,0,25.22,25.22,32.8,33.7,29.6,30.5,27.8,28.7,,0,,2021-12-23 00:00:00,,0,0,,1,,24109
"Palisada granitowa łupana 10x10x100",20687,GARDENSTONES,50,0,0,46.74,46.74,60.8,62.5,54.7,56.4,51.5,53.2,,0,,2021-12-23 00:00:00,,0,0,,1,,24110
"Palisada granitowa łupana 12x12x150",20688,GARDENSTONES,20,0,0,73.59,73.59,95.7,99.9,86.2,90.4,81,85.2,,0,,2021-12-23 00:00:00,,0,0,,1,,24111
"Obrzeże granitowe łupane 5x20x50",20689,GARDENSTONES,1,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,24112
"Obrzeże granitowe łupane 5x20x100",20690,GARDENSTONES,51,1.2,0.023529411764706,50.43,50.43,65.6,67.3,59.1,60.8,55.5,57.2,,0,,2021-12-23 00:00:00,,0,0,,1,,24113
"Black Pillar palisada 100x10x6/10",20691,GARDENSTONES,1,0,0,43.05,43.05,56,139.5,50.4,133.9,47.4,130.9,,0,,2021-12-23 00:00:00,,0,0,,1,,24116
"Black Pillar palisada 200x10x6/10",20692,GARDENSTONES,1,0,0,110.7,110.7,144,227.5,129.6,213.1,121.8,205.3,,0,,2021-12-23 00:00:00,,0,0,,1,,24117
"Gnejs ozdobny na palecie 10-50",20693,GARDENSTONES,1,1.2,1.2,534.67,379.61,493.5,577,444.2,527.7,417.6,501.1,,0,,2021-12-23 00:00:00,,0,0,,1,,24118
"Szarogłaz ścieżkowy 2x3-5x5 gr. 3-6",20694,GARDENSTONES,1,1.2,1.2,977.85,694.27,902.6,986.1,812.3,895.8,763.7,847.2,,0,,2021-12-23 00:00:00,,0,0,,1,,24119
"Antracyt Slate 1t.",20695,GARDENSTONES,1,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,24120
"Fuoco 1t.",20696,GARDENSTONES,1,1.2,1.2,7134,5065.14,6584.7,6668.2,5926.3,6009.8,5571.7,5655.2,,0,,2021-12-23 00:00:00,,0,0,,1,,24121
"Arco Iris 1t.",20697,GARDENSTONES,1,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,24122
"Red Onyx 1t.",20698,GARDENSTONES,1,1.2,1.2,4674,3318.54,4314.2,4397.7,3882.7,3966.2,3650.4,3733.9,,0,,2021-12-23 00:00:00,,0,0,,1,,24123
"Riviera 1t.",20699,GARDENSTONES,1,1.2,1.2,4674,3318.54,4314.2,4397.7,3882.7,3966.2,3650.4,3733.9,,0,,2021-12-23 00:00:00,,0,0,,1,,24185
"Arctic Green 1t.",20700,GARDENSTONES,1,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,24152
"Deep Black 1t.",20701,GARDENSTONES,1,1.2,1.2,4292.7,3047.82,3962.2,4045.7,3566,3649.5,3352.7,3436.2,,0,,2021-12-23 00:00:00,,0,0,,1,,24126
"Bazalt polerowany 1t.",20702,GARDENSTONES,1,1.2,1.2,5977.8,4244.24,5517.6,5601.1,4965.8,5049.3,4668.7,4752.2,,0,,2021-12-23 00:00:00,,0,0,,1,,24127
"Gnejs 1t.",20703,GARDENSTONES,1,1.2,1.2,2153.55,1529.02,1987.8,2071.3,1789,1872.5,1682,1765.5,,0,,2021-12-23 00:00:00,,0,0,,1,,24128
"Norwegian Pink 1t.",20704,GARDENSTONES,1,1.2,1.2,11330.08,8044.36,10457.7,10541.2,9412,9495.5,8848.8,8932.3,,0,,2021-12-23 00:00:00,,0,0,,1,,24129
"Purple Wave 1t.",20705,GARDENSTONES,1,1.2,1.2,4292.7,3047.82,3962.2,4045.7,3566,3649.5,3352.7,3436.2,,0,,2021-12-23 00:00:00,,0,0,,1,,24130
"White Wave 1t.",20706,GARDENSTONES,1,1.2,1.2,4391.1,3117.68,4053,4136.5,3647.7,3731.2,3429.5,3513,,0,,2021-12-23 00:00:00,,0,0,,1,,24131
