Nazwa,ID,Fabryka,Pakowanie,Waga Paczki,Waga Jednostki,Cena katalogowa,Cena zakupu,Cena Detal Fabryka,Cena Detal Plac,Cena Wykonawcy Fabryka,Cena Wykonawcy Plac,Cena Hurt Fabryka,Cena Hurt Plac,Czy Kurier,Cena Kurier,Towar Niedostępny,Przewidywany czas dostępnosci,Uwagi,Sprzedaz jednostkowa,Szerokosc,Na Promocji,Na Palecie,Czy Koszt Sprzedazy,wpid,,
Skrzynka SMDA Joniec - RAL8019,2198,JONIEC,1,0.01,0.01,964,32,819,67,1000,1057.2,959.1,1016.3,918.1,975.3,,0,,2021-12-23 00:00:00,,1,0,,,,21098
Skrzynka SDZ Joniec - inox,2199,JONIEC,1,0.01,0.01,365,31,310,51,378.9,436.1,363.3,420.5,347.8,405,,0,,2021-12-23 00:00:00,,1,0,,,,21131
Skrzynka SDZ Joniec - RAL 7016,2200,JONIEC,1,0.01,0.01,393,6,334,56,408.2,465.4,391.5,448.7,374.8,432,,0,,2021-12-23 00:00:00,,1,0,,,,21132
Skrzynka SDZ Joniec - RAL7021,2201,JONIEC,1,0.01,0.01,393,6,334,56,408.2,465.4,391.5,448.7,374.8,432,,0,,2021-12-23 00:00:00,,1,0,,,,21133
Skrzynka SDZ Joniec - RAL7048,2202,JONIEC,1,0.01,0.01,393,6,334,56,408.2,465.4,391.5,448.7,374.8,432,,0,,2021-12-23 00:00:00,,1,0,,,,21134
Skrzynka SDZ Joniec - RAL8019,2203,JONIEC,1,0.01,0.01,393,6,334,56,408.2,465.4,391.5,448.7,374.8,432,,0,,2021-12-23 00:00:00,,1,0,,,,21135
Skrzynka SMZ Joniec,2204,JONIEC,1,0.01,0.01,448,95,381,61,465.6,522.8,446.5,503.7,427.5,484.7,,0,,2021-12-23 00:00:00,,1,0,,,,21151
Skrzynka SMZ Joniec,2205,JONIEC,1,0.01,0.01,473,55,402,52,491.1,548.3,471,528.2,450.9,508.1,,0,,2021-12-23 00:00:00,,1,0,,,,21151
Skrzynka SMZ Joniec,2206,JONIEC,1,0.01,0.01,473,55,402,52,491.1,548.3,471,528.2,450.9,508.1,,0,,2021-12-23 00:00:00,,1,0,,,,21151
Skrzynka SMZ Joniec,2207,JONIEC,1,0.01,0.01,473,55,402,52,491.1,548.3,471,528.2,450.9,508.1,,0,,2021-12-23 00:00:00,,1,0,,,,21151
Skrzynka SMZ Joniec,2208,JONIEC,1,0.01,0.01,473,55,402,52,491.1,548.3,471,528.2,450.9,508.1,,0,,2021-12-23 00:00:00,,1,0,,,,21151
Skrzynka SDG Joniec - inox,2209,JONIEC,1,0.01,0.01,402,21,341,88,417.1,474.3,400,457.2,383,440.2,,0,,2021-12-23 00:00:00,,1,0,,,,21245
Skrzynka SDG Joniec - RAL 7016,2210,JONIEC,1,0.01,0.01,426,81,362,79,442.7,499.9,424.5,481.7,406.4,463.6,,0,,2021-12-23 00:00:00,,1,0,,,,21246
Skrzynka SDG Joniec - RAL7021,2211,JONIEC,1,0.01,0.01,426,81,362,79,442.7,499.9,424.5,481.7,406.4,463.6,,0,,2021-12-23 00:00:00,,1,0,,,,21247
Skrzynka SDG Joniec - RAL7048,2212,JONIEC,1,0.01,0.01,426,81,362,79,442.7,499.9,424.5,481.7,406.4,463.6,,0,,2021-12-23 00:00:00,,1,0,,,,21248
Skrzynka SDG Joniec - RAL8019,2213,JONIEC,1,0.01,0.01,426,81,362,79,442.7,499.9,424.5,481.7,406.4,463.6,,0,,2021-12-23 00:00:00,,1,0,,,,21249
Panel LUCCA Joniec,2214,JONIEC,1,0.01,0.01,1615,1372,75,1674.8,1732,1606.2,1663.4,1537.5,1594.7,,0,,2021-12-23 00:00:00,,1,0,,,,21253,
Panel LUCCA Joniec,2215,JONIEC,1,0.01,0.01,1615,1372,75,1674.8,1732,1606.2,1663.4,1537.5,1594.7,,0,,2021-12-23 00:00:00,,1,0,,,,21253,
Panel LUCCA Joniec,2216,JONIEC,1,0.01,0.01,1615,1372,75,1674.8,1732,1606.2,1663.4,1537.5,1594.7,,0,,2021-12-23 00:00:00,,1,0,,,,21253,
Panel LUCCA Joniec,2217,JONIEC,1,0.01,0.01,1615,1372,75,1674.8,1732,1606.2,1663.4,1537.5,1594.7,,0,,2021-12-23 00:00:00,,1,0,,,,21253,
Panel COMO 202 Joniec,2218,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21263,,
Panel COMO 202 Joniec,2219,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21263,,
Panel COMO 202 Joniec,2220,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21263,,
Panel COMO 202 Joniec,2221,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21263,,
Panel COMO 202 Joniec,2222,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21263,,
Panel COMO 202 Joniec,2223,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21263,,
Panel COMO 202 Joniec,2224,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21263,,
Panel COMO 202 Joniec,2225,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21263,,
Profil Joniec,2226,JONIEC,1,0.01,0.01,135,114,75,140,197.2,134.3,191.5,128.6,185.8,,0,,2021-12-23 00:00:00,,1,0,,,,21276,
Profil Joniec,2227,JONIEC,1,0.01,0.01,115,97,75,119.3,176.5,114.4,171.6,109.5,166.7,,0,,2021-12-23 00:00:00,,1,0,,,,21276,
Profil Joniec,2228,JONIEC,1,0.01,0.01,135,114,75,140,197.2,134.3,191.5,128.6,185.8,,0,,2021-12-23 00:00:00,,1,0,,,,21276,
Profil Joniec,2229,JONIEC,1,0.01,0.01,115,97,75,119.3,176.5,114.4,171.6,109.5,166.7,,0,,2021-12-23 00:00:00,,1,0,,,,21276,
Profil Joniec,2230,JONIEC,1,0.01,0.01,135,114,75,140,197.2,134.3,191.5,128.6,185.8,,0,,2021-12-23 00:00:00,,1,0,,,,21276,
Profil Joniec,2231,JONIEC,1,0.01,0.01,115,97,75,119.3,176.5,114.4,171.6,109.5,166.7,,0,,2021-12-23 00:00:00,,1,0,,,,21276,
Profil Joniec,2232,JONIEC,1,0.01,0.01,135,114,75,140,197.2,134.3,191.5,128.6,185.8,,0,,2021-12-23 00:00:00,,1,0,,,,21276,
Profil Joniec,2233,JONIEC,1,0.01,0.01,115,97,75,119.3,176.5,114.4,171.6,109.5,166.7,,0,,2021-12-23 00:00:00,,1,0,,,,21276,
Panel VERO 254 Joniec,2234,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21284,
Panel VERO 254 Joniec,2235,JONIEC,1,0.01,0.01,2310,1963,5,2395.5,2452.7,2297.3,2354.5,2199.2,2256.4,,0,,2021-12-23 00:00:00,,1,0,,,,21284,
Panel VERO 254 Joniec,2236,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21284,
Panel VERO 254 Joniec,2237,JONIEC,1,0.01,0.01,2310,1963,5,2395.5,2452.7,2297.3,2354.5,2199.2,2256.4,,0,,2021-12-23 00:00:00,,1,0,,,,21284,
Panel VERO 254 Joniec,2238,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21284,
Panel VERO 254 Joniec,2239,JONIEC,1,0.01,0.01,2310,1963,5,2395.5,2452.7,2297.3,2354.5,2199.2,2256.4,,0,,2021-12-23 00:00:00,,1,0,,,,21284,
Panel VERO 254 Joniec,2240,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21284,
Panel VERO 254 Joniec,2241,JONIEC,1,0.01,0.01,2310,1963,5,2395.5,2452.7,2297.3,2354.5,2199.2,2256.4,,0,,2021-12-23 00:00:00,,1,0,,,,21284,
Panel VERO 202 Joniec,2242,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21292,,
Panel VERO 202 Joniec,2243,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21292,,
Panel VERO 202 Joniec,2244,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21292,,
Panel VERO 202 Joniec,2245,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21292,,
Panel VERO 202 Joniec,2246,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21292,,
Panel VERO 202 Joniec,2247,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21292,,
Panel VERO 202 Joniec,2248,JONIEC,1,0.01,0.01,1160,986,1203,1260.2,1153.7,1210.9,1104.4,1161.6,,0,,2021-12-23 00:00:00,,1,0,,,,21292,,
Panel VERO 202 Joniec,2249,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21292,,
Panel COMO 254 Joniec,2250,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21304,
Panel COMO 254 Joniec,2251,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21304,
Panel COMO 254 Joniec,2252,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21304,
Panel COMO 254 Joniec,2253,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21304,
Panel COMO 254 Joniec,2254,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21304,
Panel COMO 254 Joniec,2255,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21304,
Panel COMO 254 Joniec,2256,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21304,
Panel COMO 254 Joniec,2257,JONIEC,1,0.01,0.01,1335,1134,75,1384.4,1441.6,1327.7,1384.9,1271,1328.2,,0,,2021-12-23 00:00:00,,1,0,,,,21304,
Panel OPTIMA Balance Joniec,2258,JONIEC,1,0.01,0.01,915,777,75,948.9,1006.1,910,967.2,871.1,928.3,,0,,2021-12-23 00:00:00,,1,0,,,,21310,
Panel OPTIMA Balance Joniec,2259,JONIEC,1,0.01,0.01,915,777,75,948.9,1006.1,910,967.2,871.1,928.3,,0,,2021-12-23 00:00:00,,1,0,,,,21310,
Panel OPTIMA Balance Joniec,2260,JONIEC,1,0.01,0.01,915,777,75,948.9,1006.1,910,967.2,871.1,928.3,,0,,2021-12-23 00:00:00,,1,0,,,,21310,
Panel OPTIMA Balance Joniec,2261,JONIEC,1,0.01,0.01,915,777,75,948.9,1006.1,910,967.2,871.1,928.3,,0,,2021-12-23 00:00:00,,1,0,,,,21310,
Panel OPTIMA Classic Joniec,2262,JONIEC,1,0.01,0.01,820,697,850.4,907.6,815.5,872.7,780.7,837.9,,0,,2021-12-23 00:00:00,,1,0,,,,21352,,
Panel OPTIMA Classic Joniec,2263,JONIEC,1,0.01,0.01,820,697,850.4,907.6,815.5,872.7,780.7,837.9,,0,,2021-12-23 00:00:00,,1,0,,,,21352,,
Panel OPTIMA Classic Joniec,2264,JONIEC,1,0.01,0.01,820,697,850.4,907.6,815.5,872.7,780.7,837.9,,0,,2021-12-23 00:00:00,,1,0,,,,21352,,
Panel OPTIMA Classic Joniec,2265,JONIEC,1,0.01,0.01,820,697,850.4,907.6,815.5,872.7,780.7,837.9,,0,,2021-12-23 00:00:00,,1,0,,,,21352,,
Listwa boczna COMO/VERONA Joniec,2266,JONIEC,1,0.01,0.01,130,110,5,134.9,192.1,129.3,186.5,123.8,181,,0,,2021-12-23 00:00:00,,1,0,,,,21356,
Listwa boczna COMO/VERONA Joniec,2267,JONIEC,1,0.01,0.01,130,110,5,134.9,192.1,129.3,186.5,123.8,181,,0,,2021-12-23 00:00:00,,1,0,,,,21356,
Listwa boczna COMO/VERONA Joniec,2268,JONIEC,1,0.01,0.01,130,110,5,134.9,192.1,129.3,186.5,123.8,181,,0,,2021-12-23 00:00:00,,1,0,,,,21356,
Listwa boczna COMO/VERONA Joniec,2269,JONIEC,1,0.01,0.01,130,110,5,134.9,192.1,129.3,186.5,123.8,181,,0,,2021-12-23 00:00:00,,1,0,,,,21356,
Furtka VERO Joniec,2270,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21364,,
Furtka VERO Joniec,2271,JONIEC,1,0.01,0.01,2365,2010,25,2452.6,2509.8,2352,2409.2,2251.5,2308.7,,0,,2021-12-23 00:00:00,,1,0,,,,21364,
Furtka VERO Joniec,2272,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21364,,
Furtka VERO Joniec,2273,JONIEC,1,0.01,0.01,2365,2010,25,2452.6,2509.8,2352,2409.2,2251.5,2308.7,,0,,2021-12-23 00:00:00,,1,0,,,,21364,
Furtka VERO Joniec,2274,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21364,,
Furtka VERO Joniec,2275,JONIEC,1,0.01,0.01,2365,2010,25,2452.6,2509.8,2352,2409.2,2251.5,2308.7,,0,,2021-12-23 00:00:00,,1,0,,,,21364,
Furtka VERO Joniec,2276,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21364,,
Furtka VERO Joniec,2277,JONIEC,1,0.01,0.01,2365,2010,25,2452.6,2509.8,2352,2409.2,2251.5,2308.7,,0,,2021-12-23 00:00:00,,1,0,,,,21364,
Furtka COMO Joniec,2278,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21368,,
Furtka COMO Joniec,2279,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21368,,
Furtka COMO Joniec,2280,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21368,,
Furtka COMO Joniec,2281,JONIEC,1,0.01,0.01,1980,1683,2053.3,2110.5,1969.2,2026.4,1885,1942.2,,0,,2021-12-23 00:00:00,,1,0,,,,21368,,
Panel OPTIMA MAX Joniec,2282,JONIEC,1,0.01,0.01,1195,1015,75,1239.3,1296.5,1188.5,1245.7,1137.7,1194.9,,0,,2021-12-23 00:00:00,,1,0,,,,21372,
Panel OPTIMA MAX Joniec,2283,JONIEC,1,0.01,0.01,1195,1015,75,1239.3,1296.5,1188.5,1245.7,1137.7,1194.9,,0,,2021-12-23 00:00:00,,1,0,,,,21372,
Panel OPTIMA MAX Joniec,2284,JONIEC,1,0.01,0.01,1195,1015,75,1239.3,1296.5,1188.5,1245.7,1137.7,1194.9,,0,,2021-12-23 00:00:00,,1,0,,,,21372,
Panel OPTIMA MAX Joniec,2285,JONIEC,1,0.01,0.01,1195,1015,75,1239.3,1296.5,1188.5,1245.7,1137.7,1194.9,,0,,2021-12-23 00:00:00,,1,0,,,,21372,
Panel OPTIMA Prestige Joniec,2286,JONIEC,1,0.01,0.01,1010,858,5,1047.4,1104.6,1004.5,1061.7,961.6,1018.8,,0,,2021-12-23 00:00:00,,1,0,,,,21376,
Panel OPTIMA Prestige Joniec,2287,JONIEC,1,0.01,0.01,1010,858,5,1047.4,1104.6,1004.5,1061.7,961.6,1018.8,,0,,2021-12-23 00:00:00,,1,0,,,,21376,
Panel OPTIMA Prestige Joniec,2288,JONIEC,1,0.01,0.01,1010,858,5,1047.4,1104.6,1004.5,1061.7,961.6,1018.8,,0,,2021-12-23 00:00:00,,1,0,,,,21376,
Panel OPTIMA Prestige Joniec,2289,JONIEC,1,0.01,0.01,1010,858,5,1047.4,1104.6,1004.5,1061.7,961.6,1018.8,,0,,2021-12-23 00:00:00,,1,0,,,,21376,
Brama VERO przesuwna Joniec,2290,JONIEC,1,0.01,0.01,8225,6991,25,8529.4,8586.6,8179.8,8237,7830.2,7887.4,,0,,2021-12-23 00:00:00,,1,0,,,,21395,
Brama VERO przesuwna Joniec,2291,JONIEC,1,0.01,0.01,9685,8232,25,10043.4,10100.6,9631.8,9689,9220.2,9277.4,,0,,2021-12-23 00:00:00,,1,0,,,,21395,
Brama VERO przesuwna Joniec,2292,JONIEC,1,0.01,0.01,8225,6991,25,8529.4,8586.6,8179.8,8237,7830.2,7887.4,,0,,2021-12-23 00:00:00,,1,0,,,,21395,
Brama VERO przesuwna Joniec,2293,JONIEC,1,0.01,0.01,9685,8232,25,10043.4,10100.6,9631.8,9689,9220.2,9277.4,,0,,2021-12-23 00:00:00,,1,0,,,,21395,
Brama VERO przesuwna Joniec,2294,JONIEC,1,0.01,0.01,8225,6991,25,8529.4,8586.6,8179.8,8237,7830.2,7887.4,,0,,2021-12-23 00:00:00,,1,0,,,,21395,
Brama VERO przesuwna Joniec,2295,JONIEC,1,0.01,0.01,9685,8232,25,10043.4,10100.6,9631.8,9689,9220.2,9277.4,,0,,2021-12-23 00:00:00,,1,0,,,,21395,
Brama VERO przesuwna Joniec,2296,JONIEC,1,0.01,0.01,8225,6991,25,8529.4,8586.6,8179.8,8237,7830.2,7887.4,,0,,2021-12-23 00:00:00,,1,0,,,,21395,
Brama VERO przesuwna Joniec,2297,JONIEC,1,0.01,0.01,9685,8232,25,10043.4,10100.6,9631.8,9689,9220.2,9277.4,,0,,2021-12-23 00:00:00,,1,0,,,,21395,
Brama COMO przesuwna Joniec,2298,JONIEC,1,0.01,0.01,8225,6991,25,8529.4,8586.6,8179.8,8237,7830.2,7887.4,,0,,2021-12-23 00:00:00,,1,0,,,,21399,
Brama COMO przesuwna Joniec,2299,JONIEC,1,0.01,0.01,8225,6991,25,8529.4,8586.6,8179.8,8237,7830.2,7887.4,,0,,2021-12-23 00:00:00,,1,0,,,,21399,
Brama COMO przesuwna Joniec,2300,JONIEC,1,0.01,0.01,8225,6991,25,8529.4,8586.6,8179.8,8237,7830.2,7887.4,,0,,2021-12-23 00:00:00,,1,0,,,,21399,
Brama COMO przesuwna Joniec,2301,JONIEC,1,0.01,0.01,8225,6991,25,8529.4,8586.6,8179.8,8237,7830.2,7887.4,,0,,2021-12-23 00:00:00,,1,0,,,,21399,
Brama VERO dwuskrzydłowa Joniec,2302,JONIEC,1,0.01,0.01,5060,4301,5247.3,5304.5,5032.2,5089.4,4817.2,4874.4,,0,,2021-12-23 00:00:00,,1,0,,,,21407,,
Brama VERO dwuskrzydłowa Joniec,2303,JONIEC,1,0.01,0.01,6670,5669,5,6916.8,6974,6633.4,6690.6,6349.9,6407.1,,0,,2021-12-23 00:00:00,,1,0,,,,21407,
Brama VERO dwuskrzydłowa Joniec,2304,JONIEC,1,0.01,0.01,5060,4301,5247.3,5304.5,5032.2,5089.4,4817.2,4874.4,,0,,2021-12-23 00:00:00,,1,0,,,,21407,,
Brama VERO dwuskrzydłowa Joniec,2305,JONIEC,1,0.01,0.01,6670,5669,5,6916.8,6974,6633.4,6690.6,6349.9,6407.1,,0,,2021-12-23 00:00:00,,1,0,,,,21407,
Brama VERO dwuskrzydłowa Joniec,2306,JONIEC,1,0.01,0.01,5060,4301,5247.3,5304.5,5032.2,5089.4,4817.2,4874.4,,0,,2021-12-23 00:00:00,,1,0,,,,21407,,
Brama VERO dwuskrzydłowa Joniec,2307,JONIEC,1,0.01,0.01,6670,5669,5,6916.8,6974,6633.4,6690.6,6349.9,6407.1,,0,,2021-12-23 00:00:00,,1,0,,,,21407,
Brama VERO dwuskrzydłowa Joniec,2308,JONIEC,1,0.01,0.01,5060,4301,5247.3,5304.5,5032.2,5089.4,4817.2,4874.4,,0,,2021-12-23 00:00:00,,1,0,,,,21407,,
Brama VERO dwuskrzydłowa Joniec,2309,JONIEC,1,0.01,0.01,6670,5669,5,6916.8,6974,6633.4,6690.6,6349.9,6407.1,,0,,2021-12-23 00:00:00,,1,0,,,,21407,
Brama COMO dwuskrzydłowa Joniec,2310,JONIEC,1,0.01,0.01,5060,4301,5247.3,5304.5,5032.2,5089.4,4817.2,4874.4,,0,,2021-12-23 00:00:00,,1,0,,,,21411,,
Brama COMO dwuskrzydłowa Joniec,2311,JONIEC,1,0.01,0.01,5060,4301,5247.3,5304.5,5032.2,5089.4,4817.2,4874.4,,0,,2021-12-23 00:00:00,,1,0,,,,21411,,
Brama COMO dwuskrzydłowa Joniec,2312,JONIEC,1,0.01,0.01,5060,4301,5247.3,5304.5,5032.2,5089.4,4817.2,4874.4,,0,,2021-12-23 00:00:00,,1,0,,,,21411,,
Brama COMO dwuskrzydłowa Joniec,2313,JONIEC,1,0.01,0.01,5060,4301,5247.3,5304.5,5032.2,5089.4,4817.2,4874.4,,0,,2021-12-23 00:00:00,,1,0,,,,21411,,
Palenisko z funkcją grilla,2314,GATIGO,0,0,0,2458,77,1868,67,2213,0,2089.96,0,2040.78,0,,0,,2021-12-23 00:00:00,,1,0,,,,22233
Zestaw do koszykówki z koszem na wysokość 2.75 Amatorski,2315,GATIGO,0,0,0,2458,77,1868,67,2213,0,2089.96,0,2040.78,0,,0,,2021-12-23 00:00:00,,1,0,,,,22234
Zestaw do koszykówki z koszem na wysokość 3.05 Profesjonalny,2316,GATIGO,0,0,0,2458,77,1868,67,2213,0,2089.96,0,2040.78,0,,0,,2021-12-23 00:00:00,,1,0,,,,22235
Zestaw do koszykówki z regulowanym koszem na wysokość 2.45 – 3.05,2317,GATIGO,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,22236,,
Zestaw z workiem bokserskim Amatorski,2318,GATIGO,0,0,0,1105,77,840,39,996,0,939.91,0,917.79,0,,0,,2021-12-23 00:00:00,,1,0,,,,22237
Zestaw z workiem bokserskim Profesjonalny,2319,GATIGO,0,0,0,1474,77,1120,83,1328,0,1253.56,0,1224.06,0,,0,,2021-12-23 00:00:00,,1,0,,,,22238
Kącik Malarski,2320,GATIGO,0,0,0,613,77,466,47,553,0,521.71,0,509.43,0,,0,,2021-12-23 00:00:00,,1,0,,,,22239
Kwiatowy ogród Doniczki na ogrodzenie GMH i GNH,2321,GATIGO,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,22240,,
Huśtawka ogrodowa relaks,2322,GATIGO,0,0,0,859,77,653,43,774,0,730.81,0,713.61,0,,0,,2021-12-23 00:00:00,,1,0,,,,22241
Uchwyt wielozadaniowy,2323,GATIGO,0,0,0,736,77,559,95,664,0,626.26,0,611.52,0,,0,,2021-12-23 00:00:00,,1,0,,,,22242
Przęsło GLW8030,2324,GATIGO,0,2,0,1672,8,1271,33,1506,0,1421.88,0,1388.43,0,,0,,2021-12-23 00:00:00,,1,0,,,,22243
Brama przesuwna GLW8030,2325,GATIGO,0,6,0,10737,9,8160,8,9665,0,9127.22,0,8912.46,0,,0,,2021-12-23 00:00:00,,1,0,,,,22244
Brama dwuskrzydłowa GLW8030,2326,GATIGO,0,6,0,6801,9,5169,44,6122,0,5781.62,0,5645.58,0,,0,,2021-12-23 00:00:00,,1,0,,,,22245
Furtka GLW8030,2327,GATIGO,0,1.5,0,2207,85,1677,97,1988,0,1876.68,0,1832.52,0,,0,,2021-12-23 00:00:00,,1,0,,,,22246
Przęsło GLW8020,2328,GATIGO,0,2,0,897,9,682,4,809,0,763.22,0,745.26,0,,0,,2021-12-23 00:00:00,,1,0,,,,22247
Brama przesuwna GLW8020,2329,GATIGO,0,6,0,8413,2,6394,3,7572,0,7151.22,0,6982.96,0,,0,,2021-12-23 00:00:00,,1,0,,,,22248
Brama dwuskrzydłowa GLW8020,2330,GATIGO,0,6,0,4477,2,3402,67,4030,0,3805.62,0,3716.08,0,,0,,2021-12-23 00:00:00,,1,0,,,,22249
Furtka GLW8020,2331,GATIGO,0,1.5,0,1626,68,1236,27,1465,0,1382.68,0,1350.15,0,,0,,2021-12-23 00:00:00,,1,0,,,,22250
Przęsło GNH8020,2332,GATIGO,0,2,0,1156,2,878,71,1041,0,982.77,0,959.65,0,,0,,2021-12-23 00:00:00,,1,0,,,,22251
Brama przesuwna GNH8020,2333,GATIGO,0,6,0,9188,1,6982,96,8270,0,7809.89,0,7626.13,0,,0,,2021-12-23 00:00:00,,1,0,,,,22252
Brama dwuskrzydłowa GNH8020,2334,GATIGO,0,6,0,5252,1,3991,6,4727,0,4464.29,0,4359.25,0,,0,,2021-12-23 00:00:00,,1,0,,,,22253
Furtka GNH8020,2335,GATIGO,0,1.5,0,1820,4,1383,5,1639,0,1547.34,0,1510.94,0,,0,,2021-12-23 00:00:00,,1,0,,,,22254
Przęsło GNHW,2336,GATIGO,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,22255,,
Brama przesuwna GNHW,2337,GATIGO,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,22256,,
Brama dwuskrzydłowa GNHW,2338,GATIGO,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,22257,,
Furtka GNHW,2339,GATIGO,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,22258,,
Przęsło GNHH,2340,GATIGO,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,22259,,
Brama przesuwna GNHH,2341,GATIGO,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,22260,,
Brama dwuskrzydłowa GNHH,2342,GATIGO,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,22261,,
