"Nazwa";"ID";"Fabryka";"Pakowanie";"Waga Paczki";"Waga Jednostki";"Cena katalogowa";"Cena zakupu";"Cena Detal Fabryka";"Cena Detal Plac";"Cena Wykonawcy Fabryka";"Cena Wykonawcy Plac";"Cena Hurt Fabryka";"Cena Hurt Plac";"Czy Kurier";"Cena Kurier";"Towar Niedostępny";"Przewidywany czas dostępnosci";"Uwagi";"Sprzedaz jednostkowa";"Szerokosc";"Na Promocji";"Na Palecie";"Czy Koszt Sprzedazy";"wpid"
"Quadra elegante (20x20; 20x30) 6 - nero";3675;"LIBET";12;"1.65";"0.1375";"97,54";"55.07202";"71.6";"73.8";65;"67.2";"60.6";"62.8";;0;;"2021-12-23 00:00:00";;12;0;;1;;26510
"Mattone antico 8 - bazaltowo-szary";3676;"LIBET";"8.64";"1.58";"0.18287037037037";"117,22";"66.17646";"86.1";"89.2";"78.1";"81.2";"72.8";"75.9";;0;;"2021-12-23 00:00:00";;"8.64";0;;1;;26511
"Mattone antico 8 - ceglasty";3677;"LIBET";"8.64";"1.58";"0.18287037037037";"117,22";"66.17646";"86.1";"89.2";"78.1";"81.2";"72.8";"75.9";;0;;"2021-12-23 00:00:00";;"8.64";0;;1;;26512
"Qubo antico 8 - bazaltowy grafit";3678;"LIBET";"8.64";"1.56";"0.18055555555556";"116,36";"65.72628";"85.5";"88.6";"77.6";"80.7";"72.3";"75.4";;0;;"2021-12-23 00:00:00";;"8.64";0;;1;;26513
"Qubo antico 8 - piaskowo-beżowy";3679;"LIBET";"8.64";"1.56";"0.18055555555556";"116,36";"65.72628";"85.5";"88.6";"77.6";"80.7";"72.3";"75.4";;0;;"2021-12-23 00:00:00";;"8.64";0;;1;;26514
"Qubo antico 8 - srebrno-szary";3680;"LIBET";"8.64";"1.56";"0.18055555555556";"116,36";"65.72628";"85.5";"88.6";"77.6";"80.7";"72.3";"75.4";;0;;"2021-12-23 00:00:00";;"8.64";0;;1;;26515
"Akropol colormix 8 - kasztanowy";3681;"LIBET";"10.75";"1.48";"0.13767441860465";"95.2";"58.072";"75.5";78;"68.6";"71.1";"63.9";"66.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26516
"Akropol colormix 8 - kolory jesieni";3682;"LIBET";"10.75";"1.48";"0.13767441860465";"95.2";"58.072";"75.5";78;"68.6";"71.1";"63.9";"66.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26517
"Akropol colormix 6 - karbonowy";3683;"LIBET";"10.75";"1.48";"0.13767441860465";"80.2";"48.922";"63.6";"66.1";"57.8";"60.3";"53.9";"56.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26518
"Akropol colormix 6 - kasztanowy";3684;"LIBET";"10.75";"1.48";"0.13767441860465";"80.2";"48.922";"63.6";"66.1";"57.8";"60.3";"53.9";"56.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26519
"Akropol colormix 6 - kolory jesieni";3685;"LIBET";"10.75";"1.48";"0.13767441860465";"80.2";"48.922";"63.6";"66.1";"57.8";"60.3";"53.9";"56.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26520
"Akropol colormix 6 - muszelkowy";3686;"LIBET";"10.75";"1.48";"0.13767441860465";"80.2";"48.922";"63.6";"66.1";"57.8";"60.3";"53.9";"56.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26521
"Akropol colormix 6 - pastello";3687;"LIBET";"10.75";"1.48";"0.13767441860465";"80.2";"48.922";"63.6";"66.1";"57.8";"60.3";"53.9";"56.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26522
"Merano antico 6 - bazaltowy grafit";3688;"LIBET";"10.75";"1.48";"0.13767441860465";"114,14";"64.45077";"83.8";"86.3";"76.1";"78.6";"70.9";"73.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26523
"Merano antico 6 - piaskowo-beżowy";3689;"LIBET";"10.75";"1.48";"0.13767441860465";"114,14";"64.45077";"83.8";"86.3";"76.1";"78.6";"70.9";"73.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26524
"Merano antico 6 - srebrno szary";3690;"LIBET";"10.75";"1.48";"0.13767441860465";"114,14";"64.45077";"83.8";"86.3";"76.1";"78.6";"70.9";"73.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26525
"Merano antico 6 - torfowy brąz";3691;"LIBET";"10.75";"1.48";"0.13767441860465";"114,14";"64.45077";"83.8";"86.3";"76.1";"78.6";"70.9";"73.4";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26526
"Quadra elegante (20x20; 20x30) 8 - bianco carrara";3692;"LIBET";"9.6";"1.75";"0.18229166666667";"107,63";"60.7743";"79.1";"81.9";"71.8";"74.6";"66.9";"69.7";;0;;"2021-12-23 00:00:00";;"9.6";0;;1;;26527
"Quadra elegante (20x20; 20x30) 8 - granito";3693;"LIBET";"9.6";"1.75";"0.18229166666667";"105,66";"59.64885";"77.6";"80.4";"70.4";"73.2";"65.7";"68.5";;0;;"2021-12-23 00:00:00";;"9.6";0;;1;;26528
"Quadra elegante (20x20; 20x30) 8 - nero";3694;"LIBET";"9.6";"1.75";"0.18229166666667";"105,66";"59.64885";"77.6";"80.4";"70.4";"73.2";"65.7";"68.5";;0;;"2021-12-23 00:00:00";;"9.6";0;;1;;26529
"Synergio monocolor 10 – antracytowy";3695;"LIBET";"5.39";"1.27";"0.23562152133581";"115.62";"70.5282";"91.7";"96.6";"83.3";"88.2";"77.6";"82.5";;0;;"2021-12-23 00:00:00";;"5.39";0;;1;;26530
"Synergio monocolor 10 - gołębi";3696;"LIBET";"5.39";"1.27";"0.23562152133581";"115.62";"70.5282";"91.7";"96.6";"83.3";"88.2";"77.6";"82.5";;0;;"2021-12-23 00:00:00";;"5.39";0;;1;;26531
"Synergio monocolor 10 - pergaminowa biel";3697;"LIBET";"5.39";"1.27";"0.23562152133581";"119.064";"72.62904";"94.5";"99.4";"85.8";"90.7";"79.9";"84.8";;0;;"2021-12-23 00:00:00";;"5.39";0;;1;;26532
"Akropol elegante 6 - bianco carrara";3698;"LIBET";"10.75";"1.48";"0.13767441860465";"98.03";"59.7983";"77.8";"80.3";"70.6";"73.1";"65.8";"68.3";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26533
"Akropol elegante 6 - bronzo";3699;"LIBET";"10.75";"1.48";"0.13767441860465";"96.19";"58.6759";"76.3";"78.8";"69.3";"71.8";"64.6";"67.1";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26534
"Akropol elegante 6 - granito";3700;"LIBET";"10.75";"1.48";"0.13767441860465";"96.19";"58.6759";"76.3";"78.8";"69.3";"71.8";"64.6";"67.1";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26535
"Akropol elegante 6 - nero";3701;"LIBET";"10.75";"1.48";"0.13767441860465";"96.19";"58.6759";"76.3";"78.8";"69.3";"71.8";"64.6";"67.1";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26536
"Akropol elegante 6 - solaro";3702;"LIBET";"10.75";"1.48";"0.13767441860465";"98.03";"59.7983";"77.8";"80.3";"70.6";"73.1";"65.8";"68.3";;0;;"2021-12-23 00:00:00";;"10.75";0;;1;;26537
"Maxima Slim 80x10x10 - antracyt";3703;"LIBET";72;"1.28";"0.017777777777778";"12.054";"7.35294";"9.6";10;"8.7";"9.1";"8.1";"8.5";;0;;"2021-12-23 00:00:00";;72;0;;1;;26538
"Maxima Slim 80x10x10 - gołębi";3704;"LIBET";72;"1.28";"0.017777777777778";"12.054";"7.35294";"9.6";10;"8.7";"9.1";"8.1";"8.5";;0;;"2021-12-23 00:00:00";;72;0;;1;;26539
"Maxima Slim 80x10x10 - pastello";3705;"LIBET";72;"1.28";"0.017777777777778";"12.054";"7.35294";"9.6";10;"8.7";"9.1";"8.1";"8.5";;0;;"2021-12-23 00:00:00";;72;0;;1;;26540
"Maxima Slim 80x10x10 - popielaty";3706;"LIBET";72;"1.28";"0.017777777777778";"12.054";"7.35294";"9.6";10;"8.7";"9.1";"8.1";"8.5";;0;;"2021-12-23 00:00:00";;72;0;;1;;26541
"Calcario 20x40x3 - argento";3707;"LIBET";"7.68";"0.5";"0.065104166666667";"193.23";"116.67";"151.7";"155.2";"137.7";"141.2";"128.4";"131.9";;0;;"2021-12-23 00:00:00";;"7.68";0;;1;;26542
"Calcario 20x40x3 - champagne";3708;"LIBET";"7.68";"0.5";"0.065104166666667";"193.23";"116.67";"151.7";"155.2";"137.7";"141.2";"128.4";"131.9";;0;;"2021-12-23 00:00:00";;"7.68";0;;1;;26543
"Calcario 20x20x3 - argento";3709;"LIBET";"7.68";"0.5";"0.065104166666667";"193.23";"116.67";"151.7";"155.2";"137.7";"141.2";"128.4";"131.9";;0;;"2021-12-23 00:00:00";;"7.68";0;;1;;26544
"Calcario 20x20x3 - champagne";3710;"LIBET";"7.68";"0.5";"0.065104166666667";"193.23";"116.67";"151.7";"155.2";"137.7";"141.2";"128.4";"131.9";;0;;"2021-12-23 00:00:00";;"7.68";0;;1;;26545
"Trawertyn 80x20x5 - bianco";3711;"LIBET";"6.68";"0.8";"0.11976047904192";"237,27";"137.11";"178.3";"182.3";"161.8";"165.8";"150.9";"154.9";;0;;"2021-12-23 00:00:00";;"6.68";0;;1;;26546
"Trawertyn 80x20x5 - gringo";3712;"LIBET";"6.68";"0.8";"0.11976047904192";"237,27";"137.11";"178.3";"182.3";"161.8";"165.8";"150.9";"154.9";;0;;"2021-12-23 00:00:00";;"6.68";0;;1;;26547
"Trawertyn 60x60x4 - bianco";3713;"LIBET";"7.56";"0.75";"0.099206349206349";"237,27";"137.11";"178.3";"181.8";"161.8";"165.3";"150.9";"154.4";;0;;"2021-12-23 00:00:00";;"7.56";0;;1;;26548
"Trawertyn 60x60x4 - gringo";3714;"LIBET";"7.56";"0.75";"0.099206349206349";"237,27";"137.11";"178.3";"181.8";"161.8";"165.3";"150.9";"154.4";;0;;"2021-12-23 00:00:00";;"7.56";0;;1;;26549
"Trawertyn 60x40x4 - bianco";3715;"LIBET";"5.04";"0.49";"0.097222222222222";"237,27";"137.11";"178.3";"183.6";"161.8";"167.1";"150.9";"156.2";;0;;"2021-12-23 00:00:00";;"5.04";0;;1;;26550
"Trawertyn 60x40x4 - gringo";3716;"LIBET";"5.04";"0.49";"0.097222222222222";"237,27";"137.11";"178.3";"183.6";"161.8";"167.1";"150.9";"156.2";;0;;"2021-12-23 00:00:00";;"5.04";0;;1;;26551
"Madera 78,5x20x5 - bianco";3717;"LIBET";"6.59";"0.81";"0.12291350531108";"235,79";"128.45136";167;171;"151.6";"155.6";"141.3";"145.3";;0;;"2021-12-23 00:00:00";;"6.59";0;;1;;26552
"Madera 78,5x20x5 - gringo";3718;"LIBET";"6.59";"0.81";"0.12291350531108";"235,79";"128.45136";167;171;"151.6";"155.6";"141.3";"145.3";;0;;"2021-12-23 00:00:00";;"6.59";0;;1;;26553
"Maxima Trio bez fug 40x80x8 - antracyt";3719;"LIBET";18;"1.07";"0.059444444444444";"47,72";"26.48559";"34.5";36;"31.3";"32.8";"29.2";"30.7";;0;;"2021-12-23 00:00:00";;18;0;;1;;26554
"Maxima Trio bez fug 40x80x8 - gołębi";3720;"LIBET";18;"1.07";"0.059444444444444";"47,72";"26.48559";"34.5";36;"31.3";"32.8";"29.2";"30.7";;0;;"2021-12-23 00:00:00";;18;0;;1;;26555
"Maxima Trio bez fug 40x80x8 - pastello";3721;"LIBET";18;"1.07";"0.059444444444444";"47,72";"26.48559";"34.5";36;"31.3";"32.8";"29.2";"30.7";;0;;"2021-12-23 00:00:00";;18;0;;1;;26556
"Maxima Trio bez fug 40x80x8 - pergaminowa biel";3722;"LIBET";18;"1.07";"0.059444444444444";"50,06";"27.7611";"36.1";"37.6";"32.8";"34.3";"30.6";"32.1";;0;;"2021-12-23 00:00:00";;18;0;;1;;26557
"Maxima Trio bez fug 40x80x8 - popielaty";3723;"LIBET";18;"1.07";"0.059444444444444";"47,72";"26.48559";"34.5";36;"31.3";"32.8";"29.2";"30.7";;0;;"2021-12-23 00:00:00";;18;0;;1;;26558
"Maxima 80x80x8 - antracyt";3724;"LIBET";6;"0.72";"0.12";"85,61";"47.49399";"61.8";"66.2";"56.1";"60.5";"52.3";"56.7";;0;;"2021-12-23 00:00:00";;6;0;;1;;26559
"Maxima 80x80x8 - gołębi";3725;"LIBET";6;"0.72";"0.12";"85,61";"47.49399";"61.8";"66.2";"56.1";"60.5";"52.3";"56.7";;0;;"2021-12-23 00:00:00";;6;0;;1;;26560
"Maxima 80x80x8 - pastello";3726;"LIBET";6;"0.72";"0.12";"85,61";"47.49399";"61.8";"66.2";"56.1";"60.5";"52.3";"56.7";;0;;"2021-12-23 00:00:00";;6;0;;1;;26561
"Maxima 80x80x8 - pergaminowa biel";3727;"LIBET";6;"0.72";"0.12";"90,04";"49.89495";"64.9";"69.3";"58.9";"63.3";"54.9";"59.3";;0;;"2021-12-23 00:00:00";;6;0;;1;;26562
"Maxima 80x80x8 - popielaty";3728;"LIBET";6;"0.72";"0.12";"85,61";"47.49399";"61.8";"66.2";"56.1";"60.5";"52.3";"56.7";;0;;"2021-12-23 00:00:00";;6;0;;1;;26563
"Quadra MAXI 80x80x8 - bianco carrara";3729;"LIBET";6;"0.72";"0.12";"104,06";"57.69807";"75.1";"79.5";"68.1";"72.5";"63.5";"67.9";;0;;"2021-12-23 00:00:00";;6;0;;1;;26564
"Quadra MAXI 80x80x8 - granito";3730;"LIBET";6;"0.72";"0.12";"102,95";"57.09783";"74.3";"78.7";"67.4";"71.8";"62.9";"67.3";;0;;"2021-12-23 00:00:00";;6;0;;1;;26565
"Maxima Molto 120x20x10 - antracyt";3731;"LIBET";24;"1.3";"0.054166666666667";"51,54";"28.58643";"37.2";"38.3";"33.8";"34.9";"31.5";"32.6";;0;;"2021-12-23 00:00:00";;24;0;;1;;26566
"Maxima Molto 120x20x10 - gołębi";3732;"LIBET";24;"1.3";"0.054166666666667";"46.863";"28.58643";"37.2";"38.3";"33.8";"34.9";"31.5";"32.6";;0;;"2021-12-23 00:00:00";;24;0;;1;;26567
"Maxima Molto 120x20x10 - pastello";3733;"LIBET";24;"1.3";"0.054166666666667";"46.863";"28.58643";"37.2";"38.3";"33.8";"34.9";"31.5";"32.6";;0;;"2021-12-23 00:00:00";;24;0;;1;;26568
"Maxima Molto 120x20x10 - pergaminowa biel";3734;"LIBET";24;"1.3";"0.054166666666667";"54,12";"30.012";"39.1";"40.2";"35.5";"36.6";"33.1";"34.2";;0;;"2021-12-23 00:00:00";;24;0;;1;;26569
"Maxima Molto 120x20x10 - popielaty";3735;"LIBET";24;"1.3";"0.054166666666667";"51,54";"28.58643";"37.2";"38.3";"33.8";"34.9";"31.5";"32.6";;0;;"2021-12-23 00:00:00";;24;0;;1;;26570
"Maxima Grande 120x40x10 - antracyt";3736;"LIBET";12;"1.32";"0.11";"90,90";"50.42016";"65.6";"67.8";"59.5";"61.7";"55.5";"57.7";;0;;"2021-12-23 00:00:00";;12;0;;1;;26571
"Maxima Grande 120x40x10 - gołębi";3737;"LIBET";12;"1.32";"0.11";"90,90";"50.42016";"65.6";"67.8";"59.5";"61.7";"55.5";"57.7";;0;;"2021-12-23 00:00:00";;12;0;;1;;26572
"Maxima Grande 120x40x10 - pastello";3738;"LIBET";12;"1.32";"0.11";"90,90";"50.42016";"65.6";"67.8";"59.5";"61.7";"55.5";"57.7";;0;;"2021-12-23 00:00:00";;12;0;;1;;26573
"Maxima Grande 120x40x10 - popielaty";3739;"LIBET";12;"1.32";"0.11";"90,90";"50.42016";"65.6";"67.8";"59.5";"61.7";"55.5";"57.7";;0;;"2021-12-23 00:00:00";;12;0;;1;;26574
"Sundeck 30x120x2 - orgin";3740;"LIBET";"21.6";0;0;"330.87";"234.92";"305.4";"306.7";"277.3";"278.6";"258.5";"259.8";;0;;"2021-12-23 00:00:00";;"0.72";0;;1;;26576
"Sundeck 30x120x2 - spirit";3741;"LIBET";"21.6";0;0;"330.87";"234.92";"305.4";"306.7";"277.3";"278.6";"258.5";"259.8";;0;;"2021-12-23 00:00:00";;"0.72";0;;1;;26577
"Maxima Lungo 80x20x8 - antracyt";3742;"LIBET";35;"1.02";"0.029142857142857";"25,83";"14.33073";"18.7";"19.5";17;"17.8";"15.8";"16.6";;0;;"2021-12-23 00:00:00";;35;0;;1;;26578
"Maxima Lungo 80x20x8 - gołębi";3743;"LIBET";35;"1.02";"0.029142857142857";"23.493";"14.33073";"18.7";"19.5";17;"17.8";"15.8";"16.6";;0;;"2021-12-23 00:00:00";;35;0;;1;;26579
"Maxima Lungo 80x20x8 - pastello";3744;"LIBET";35;"1.02";"0.029142857142857";"23.493";"14.33073";"18.7";"19.5";17;"17.8";"15.8";"16.6";;0;;"2021-12-23 00:00:00";;35;0;;1;;26580
"Maxima Lungo 80x20x8 - pergaminowa biel";3745;"LIBET";35;"1.02";"0.029142857142857";"24.723";"15.08103";"19.7";"20.5";"17.8";"18.6";"16.6";"17.4";;0;;"2021-12-23 00:00:00";;35;0;;1;;26581
"Maxima Lungo 80x20x8 - popielaty";3746;"LIBET";35;"1.02";"0.029142857142857";"25,83";"14.33073";"18.7";"19.5";17;"17.8";"15.8";"16.6";;0;;"2021-12-23 00:00:00";;35;0;;1;;26582
"Maxima Rigato 80x40x8 - antracyt";3747;"LIBET";0;0;0;"0";0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;1;;26583
"Maxima Rigato 80x40x8 - popielaty";3748;"LIBET";0;0;0;"0";0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;1;;26584
"Signature 30x120x2 - artico";3749;"LIBET";"21.6";0;0;"350,55";"236.66";"307.7";309;"279.3";"280.6";"260.4";"261.7";;0;;"2021-12-23 00:00:00";;"0.72";0;;1;;26585
"Signature 30x120x2 - dakota";3750;"LIBET";"21.6";0;0;"350,55";"236.66";"307.7";309;"279.3";"280.6";"260.4";"261.7";;0;;"2021-12-23 00:00:00";;"0.72";0;;1;;26586
"Signature 30x120x2 - havana";3751;"LIBET";"21.6";0;0;"350,55";"236.66";"307.7";309;"279.3";"280.6";"260.4";"261.7";;0;;"2021-12-23 00:00:00";;"0.72";0;;1;;26587
"Nau 19,7x120x2 - fado";3752;"LIBET";"14.1";0;0;"370.23";"262.86";"341.8";"343.7";"310.2";"312.1";"289.2";"291.1";;0;;"2021-12-23 00:00:00";;"0.4728";0;;1;;26588
"Nau 19,7x120x2 - indie";3753;"LIBET";"14.1";0;0;"370.23";"262.86";"341.8";"343.7";"310.2";"312.1";"289.2";"291.1";;0;;"2021-12-23 00:00:00";;"0.4728";0;;1;;26589
"Nau 60x60x2 - fado";3754;"LIBET";"21.6";0;0;"248,46";"229.66";"298.6";"299.9";271;"272.3";"252.7";254;;0;;"2021-12-23 00:00:00";;"0.72";0;;1;;26590
"Nau 60x60x2 - indie";3755;"LIBET";"21.6";0;0;"248,46";"229.66";"298.6";"299.9";271;"272.3";"252.7";254;;0;;"2021-12-23 00:00:00";;"0.72";0;;1;;26591
"Nau 30x120x2 - fado";3756;"LIBET";"21.6";0;0;"350,55";"236.66";"307.7";309;"279.3";"280.6";"260.4";"261.7";;0;;"2021-12-23 00:00:00";;"0.72";0;;1;;26592
"Nau 30x120x2 - indie";3757;"LIBET";"21.6";0;0;"350,55";"236.66";"307.7";309;"279.3";"280.6";"260.4";"261.7";;0;;"2021-12-23 00:00:00";;"0.72";0;;1;;26593
"Glocal 90x90x2 - absolute";3758;"LIBET";"17.82";0;0;"350,55";"236.67";"307.7";"309.2";"279.3";"280.8";"260.4";"261.9";;0;;"2021-12-23 00:00:00";;"17.82";0;;1;;26594
"Glocal 90x90x2 - chamois";3759;"LIBET";"17.82";0;0;"350,55";"236.67";"307.7";"309.2";"279.3";"280.8";"260.4";"261.9";;0;;"2021-12-23 00:00:00";;"17.82";0;;1;;26595
"Glocal 90x90x2 - classic";3760;"LIBET";"17.82";0;0;"350,55";"236.67";"307.7";"309.2";"279.3";"280.8";"260.4";"261.9";;0;;"2021-12-23 00:00:00";;"17.82";0;;1;;26596
"Glocal 90x90x2 - ideal";3761;"LIBET";"17.82";0;0;"350,55";"236.67";"307.7";"309.2";"279.3";"280.8";"260.4";"261.9";;0;;"2021-12-23 00:00:00";;"17.82";0;;1;;26597
"Glocal 90x90x2 - type";3762;"LIBET";"17.82";0;0;"350,55";"236.67";"307.7";"309.2";"279.3";"280.8";"260.4";"261.9";;0;;"2021-12-23 00:00:00";;"17.82";0;;1;;26598
"Glocal 60x120x2 - absolute";3763;"LIBET";"21.6";0;0;"340,71";"227.93";"296.4";"297.7";269;"270.3";"250.8";"252.1";;0;;"2021-12-23 00:00:00";;"1.44";0;;1;;26599
"Glocal 60x120x2 - chamois";3764;"LIBET";"21.6";0;0;"340,71";"227.93";"296.4";"297.7";269;"270.3";"250.8";"252.1";;0;;"2021-12-23 00:00:00";;"1.44";0;;1;;26600
"Glocal 60x120x2 - classic";3765;"LIBET";"21.6";0;0;"340,71";"227.93";"296.4";"297.7";269;"270.3";"250.8";"252.1";;0;;"2021-12-23 00:00:00";;"1.44";0;;1;;26601
"Glocal 60x120x2 - ideal";3766;"LIBET";"21.6";0;0;"340,71";"227.93";"296.4";"297.7";269;"270.3";"250.8";"252.1";;0;;"2021-12-23 00:00:00";;"1.44";0;;1;;26602
"Glocal 60x120x2 - type";3767;"LIBET";"21.6";0;0;"340,71";"227.93";"296.4";"297.7";269;"270.3";"250.8";"252.1";;0;;"2021-12-23 00:00:00";;"1.44";0;;1;;26603
"Glocal 120x120x2 - absolute";3768;"LIBET";"21.6";0;0;"424,35";"287.32";"373.6";"374.9";"339.1";"340.4";"316.1";"317.4";;0;;"2021-12-23 00:00:00";;"2.88";0;;1;;26604
"Glocal 120x120x2 - ideal";3769;"LIBET";"21.6";0;0;"424,35";"287.32";"373.6";"374.9";"339.1";"340.4";"316.1";"317.4";;0;;"2021-12-23 00:00:00";;"2.88";0;;1;;26605
"Palisada Madera 79,5x15x14,5 - bianco";3770;"LIBET";16;"0.67";"0.041875";"94,34";"48.92";"63.6";"65.3";"57.8";"59.5";"53.9";"55.6";;0;;"2021-12-23 00:00:00";;16;0;;1;;26606
"Palisada Madera 79,5x15x14,5 - grigio";3771;"LIBET";16;"0.67";"0.041875";"85,36";"44.27";"57.6";"59.3";"52.3";54;"48.7";"50.4";;0;;"2021-12-23 00:00:00";;16;0;;1;;26607
"Palisada Trawertyn 79,5x15x14,5 - bianco";3772;"LIBET";16;"0.67";"0.041875";"94,34";"48.92";"63.6";"65.3";"57.8";"59.5";"53.9";"55.6";;0;;"2021-12-23 00:00:00";;16;0;;1;;26608
"Palisada Trawertyn 79,5x15x14,5 - grigio";3773;"LIBET";16;"0.67";"0.041875";"85,36";"44.27";"57.6";"59.3";"52.3";54;"48.7";"50.4";;0;;"2021-12-23 00:00:00";;16;0;;1;;26609
"Kravento Alto - prosty lub skośny 35 - antracyt";3774;"LIBET";112;"1.09";"0.0097321428571429";"11,32";"6.37755";"8.3";"8.6";"7.6";"7.9";"7.1";"7.4";;0;;"2021-12-23 00:00:00";;112;0;;1;;26610
"Kravento Alto - prosty lub skośny 35 - kasztanowy";3775;"LIBET";112;"1.09";"0.0097321428571429";"11,32";"6.37755";"8.3";"8.6";"7.6";"7.9";"7.1";"7.4";;0;;"2021-12-23 00:00:00";;112;0;;1;;26611
"Kravento Alto - prosty lub skośny 35 - pastello";3776;"LIBET";112;"1.09";"0.0097321428571429";"11,32";"6.37755";"8.3";"8.6";"7.6";"7.9";"7.1";"7.4";;0;;"2021-12-23 00:00:00";;112;0;;1;;26612
"Palisada Split 15x10x120 - kasztanowy";3777;"LIBET";30;"1.27";"0.042333333333333";"92,99";"52.521";"68.3";"69.2";62;"62.9";"57.8";"58.7";;0;;"2021-12-23 00:00:00";;30;0;;1;;26613
"Palisada Split 15x10x120 - nero";3778;"LIBET";30;"1.27";"0.042333333333333";"92,99";"52.521";"68.3";"69.2";62;"62.9";"57.8";"58.7";;0;;"2021-12-23 00:00:00";;30;0;;1;;26614
"Palisada Split 15x10x120 - pastello";3779;"LIBET";30;"1.27";"0.042333333333333";"92,99";"52.521";"68.3";"69.2";62;"62.9";"57.8";"58.7";;0;;"2021-12-23 00:00:00";;30;0;;1;;26615
"Palisada Split 10x10x45 - bianco carrara";3780;"LIBET";140;"1.47";"0.0105";"18,82";"10.65426";"13.9";"14.1";"12.6";"12.8";"11.8";12;;0;;"2021-12-23 00:00:00";;140;0;;1;;26616
"Palisada Split 10x10x45 - kasztanowy";3781;"LIBET";140;"1.47";"0.0105";"18,7";"10.57923";"13.8";14;"12.5";"12.7";"11.7";"11.9";;0;;"2021-12-23 00:00:00";;140;0;;1;;26617
"Palisada Split 10x10x45 - nero";3782;"LIBET";140;"1.47";"0.0105";"18,7";"10.57923";"13.8";14;"12.5";"12.7";"11.7";"11.9";;0;;"2021-12-23 00:00:00";;140;0;;1;;26618
"Palisada Split 10x10x45 - pastello";3783;"LIBET";140;"1.47";"0.0105";"18,7";"10.57923";"13.8";14;"12.5";"12.7";"11.7";"11.9";;0;;"2021-12-23 00:00:00";;140;0;;1;;26619
"Ogrodzenie Split Bloczek dwustronnnie splitowany 19x38x14 - popielaty_split";3784;"LIBET";60;"0.87";"0.0145";"18,33";"10.35414";"13.5";14;"12.3";"12.8";"11.4";"11.9";;0;;"2021-12-23 00:00:00";;60;0;;1;;26620
"Ogrodzenie Split Bloczek dwustronnnie splitowany 19x38x14 - pastello split";3785;"LIBET";60;"0.87";"0.0145";"18,33";"10.35414";"13.5";14;"12.3";"12.8";"11.4";"11.9";;0;;"2021-12-23 00:00:00";;60;0;;1;;26621
"Ogrodzenie Split Bloczek dwustronnnie splitowany 19x38x14 - nero_split";3786;"LIBET";60;"0.87";"0.0145";"18,33";"10.35414";"13.5";14;"12.3";"12.8";"11.4";"11.9";;0;;"2021-12-23 00:00:00";;60;0;;1;;26622
"Ogrodzenie Split Bloczek dwustronnnie splitowany 19x38x14 - kasztanowy split";3787;"LIBET";60;"0.87";"0.0145";"18,33";"10.35414";"13.5";14;"12.3";"12.8";"11.4";"11.9";;0;;"2021-12-23 00:00:00";;60;0;;1;;26623
"Ogrodzenie Split Bloczek trzystronnnie splitowany 19x38x14 - popielaty_split";3788;"LIBET";60;"0.87";"0.0145";"24,85";"14.03061";"18.3";"18.8";"16.6";"17.1";"15.5";16;;0;;"2021-12-23 00:00:00";;60;0;;1;;26624
"Ogrodzenie Split Bloczek trzystronnnie splitowany 19x38x14 - pastello split";3789;"LIBET";60;"0.87";"0.0145";"24,85";"14.03061";"18.3";"18.8";"16.6";"17.1";"15.5";16;;0;;"2021-12-23 00:00:00";;60;0;;1;;26625
"Ogrodzenie Split Bloczek trzystronnnie splitowany 19x38x14 - nero_split";3790;"LIBET";60;"0.87";"0.0145";"24,85";"14.03061";"18.3";"18.8";"16.6";"17.1";"15.5";16;;0;;"2021-12-23 00:00:00";;60;0;;1;;26626
"Ogrodzenie Split Bloczek trzystronnnie splitowany 19x38x14 - kasztanowy split";3791;"LIBET";60;"0.87";"0.0145";"24,85";"14.03061";"18.3";"18.8";"16.6";"17.1";"15.5";16;;0;;"2021-12-23 00:00:00";;60;0;;1;;26627
"Vertigo Lungo monocolor 20x60x8 - antracytowy";3792;"LIBET";"9.6";"1.51";"0.15729166666667";"106,76";"60.32412";"78.5";"81.3";"71.2";74;"66.4";"69.2";;0;;"2021-12-23 00:00:00";;"9.6";0;;1;;26628
