LP,Nazwa,PRODUCENT,Dopłata bez rabatu,CENA SZTUKI BEZ RABATU,CENA KATALOGOWA NETTO,KATALOGOWA,CENA TRANSPORTU BRUTTO,ile na zest,cena transp b.,Rabat oferta,cena zakupu brutto fabryka,cena zakupu netto,cena zakupu brutto plac wieliczka,Rabat właściwy hurt,Rabat właściwy brukarski,Rabat właściwy detaliczny,rabat basic,FABRYKA DETAL,PLAC DETAL,ZYSK Z FABRYKI DETAL,ZYSK Z PLACU DETAL,FABRYKA HURT,PLAC HURT,ZYSK Z FABRYKI HURT,ZYSK Z PLACU  HURT,FABRYKA SPECJALNA,PLAC SPECJALNA,ZYSK Z FABRYKI  SPECJALNA,ZYSK Z PLACU SPECJALNA,CENA M2/szt,WAGA m2/szt,WAGA PALETY,PAKOWANIE m2/szt,CENA KURIERA,CENA STRONA,ILOŚĆ WARSTW,Sprzedawany z placu,Sprzedawany na warstwy,minimalna ilosc,paletowane,prowizja na sztuki
1125,"RIBENA 80x60x4 - gładka, biały_k",KOST-BET,,"72,46",,"72,46","1174,65",16,"2,8236778846","39,47","48,55","39,47","51,37",15,13,5,33,"66,02","68,84","14,20","14,20","60,23","63,05","9,49","9,49","58,78","61,60","8,32","8,32",,"47,69","1,24",26,,"68,84",,,TAK,1,1,0
1126,"RIBENA 80x60x4 - gładka, A4 czekolada ciemna",KOST-BET,,"72,46",,"76,72","1174,65",16,"2,8236778846","41,79","51,4","41,79","54,23",15,13,5,33,"70,07","72,89","15,17","15,17","63,93","66,75","10,18","10,18","62,40","65,22","8,94","8,94",,"47,69","1,24",26,,"72,89",,,TAK,1,1,0
1127,"RIBENA 80x60x4 - gładka, A4 czekolada jasna",KOST-BET,,"76,72",,"76,72","1174,65",16,"2,8236778846","41,79","51,4","41,79","54,23",15,13,5,33,"70,07","72,89","15,17","15,17","63,93","66,75","10,18","10,18","62,40","65,22","8,94","8,94",,"47,69","1,24",26,,"72,89",,,TAK,1,1,0
1128,"RIBENA 80x60x4 - gładka, A5 Toffi",KOST-BET,,"76,72",,"76,72","1174,65",16,"2,8236778846","41,79","51,4","41,79","54,23",15,13,5,33,"70,07","72,89","15,17","15,17","63,93","66,75","10,18","10,18","62,40","65,22","8,94","8,94",,"47,69","1,24",26,,"72,89",,,TAK,1,1,0
1129,"RIBENA 80x60x4 - gładka, A6 marago ciemne",KOST-BET,,"76,72",,"76,72","1174,65",16,"2,8236778846","41,79","51,4","41,79","54,23",15,13,5,33,"70,07","72,89","15,17","15,17","63,93","66,75","10,18","10,18","62,40","65,22","8,94","8,94",,"47,69","1,24",26,,"72,89",,,TAK,1,1,0
1130,"RIBENA 80x60x4 - gładka, A6 marago jasne",KOST-BET,,"76,72",,"76,72","1174,65",16,"2,8236778846","41,79","51,4","41,79","54,23",15,13,5,33,"70,07","72,89","15,17","15,17","63,93","66,75","10,18","10,18","62,40","65,22","8,94","8,94",,"47,69","1,24",26,,"72,89",,,TAK,1,1,0
1131,"RIBENA 80x60x4 - gładka, A7 Wanilia",KOST-BET,,"76,72",,"76,72","1174,65",16,"2,8236778846","41,79","51,4","41,79","54,23",15,13,5,33,"70,07","72,89","15,17","15,17","63,93","66,75","10,18","10,18","62,40","65,22","8,94","8,94",,"47,69","1,24",26,,"72,89",,,TAK,1,1,0
1132,"RIBENA 80x60x4 - gładka, A8 Mocca",KOST-BET,,"76,72",,"76,72","1174,65",16,"2,8236778846","41,79","51,4","41,79","54,23",15,13,5,33,"70,07","72,89","15,17","15,17","63,93","66,75","10,18","10,18","62,40","65,22","8,94","8,94",,"47,69","1,24",26,,"72,89",,,TAK,1,1,0
1133,"RIBENA 80x60x4 - gładka, grafitowy",KOST-BET,,"76,72",,"72,46","1174,65",16,"2,8236778846","39,47","48,55","39,47","51,37",15,13,5,33,"66,02","68,84","14,20","14,20","60,23","63,05","9,49","9,49","58,78","61,60","8,32","8,32",,"47,69","1,24",26,,"68,84",,,TAK,1,1,0
1134,"Płyta tarasowa RIBENA 100x80x5 - Pro_Tech, biały forte",KOST-BET,,"72,46",,"168,51","1174,65",16,"7,3415625","91,79","112,9","91,79","120,24",15,13,5,33,"152,75","160,09","32,40","32,40","139,27","146,61","21,44","21,44","135,90","143,24","18,70","18,70",,"100,00","1,00",10,,"160,09",,,TAK,1,1,0
1135,"Płyta tarasowa RIBENA 100x80x5 - Pro_Tech, biały_k",KOST-BET,,,,"162,36","1174,65",16,"7,3415625","88,44","108,78","88,44","116,12",15,13,5,33,"146,91","154,25","31,00","31,00","133,92","141,26","20,44","20,44","130,67","138,01","17,79","17,79",,"100,00","1,00",10,,"154,25",,,TAK,1,1,0
1136,"Płyta tarasowa RIBENA 100x80x5 - Pro_Tech, grafitowy",KOST-BET,,,,"162,36","1174,65",16,"7,3415625","88,44","108,78","88,44","116,12",15,13,5,33,"146,91","154,25","31,00","31,00","133,92","141,26","20,44","20,44","130,67","138,01","17,79","17,79",,"100,00","1,00",10,,"154,25",,,TAK,1,1,0
1137,"Płyta tarasowa RIBENA 100x80x5 - Pro_Tech, stalowy",KOST-BET,,,,"162,36","1174,65",16,"7,3415625","88,44","108,78","88,44","116,12",15,13,5,33,"146,91","154,25","31,00","31,00","133,92","141,26","20,44","20,44","130,67","138,01","17,79","17,79",,"100,00","1,00",10,,"154,25",,,TAK,1,1,0
1138,"Płyta tarasowa RIBENA 100x80x5 - gładka, biały_k",KOST-BET,,,,"132,84","1174,65",16,"7,3415625","72,36",89,"72,36","96,34",15,13,5,33,"118,86","126,20","24,27","24,27","108,24","115,58","15,64","15,64","105,58","112,92","13,48","13,48",,"100,00","1,00",10,,"126,20",,,TAK,1,1,0
1139,"Płyta tarasowa RIBENA 100x80x5 - gładka, grafitowy",KOST-BET,,,,"132,84","1174,65",16,"7,3415625","72,36",89,"72,36","96,34",15,13,5,33,"118,86","126,20","24,27","24,27","108,24","115,58","15,64","15,64","105,58","112,92","13,48","13,48",,"100,00","1,00",10,,"126,20",,,TAK,1,1,0
1140,"Płyta tarasowa RIBENA 100x80x5 - gładka, stalowy",KOST-BET,,,,"132,84","1174,65",16,"7,3415625","72,36",89,"72,36","96,34",15,13,5,33,"118,86","126,20","24,27","24,27","108,24","115,58","15,64","15,64","105,58","112,92","13,48","13,48",,"100,00","1,00",10,,"126,20",,,TAK,1,1,0
1141,"RIBENA 40x40x4 - Pro_Tech, biały forte",KOST-BET,"6,25",,,"26,57","1174,65",16,"1,4118389423","14,47","17,8","14,47","19,21",15,13,5,33,"23,84","25,25","4,91","4,91","21,71","23,12","3,18","3,18","21,18","22,59","2,74","2,74",,"5,68","0,85",52,,"25,25",,,TAK,1,1,0
1142,"RIBENA 40x40x4 - Pro_Tech, biały_k",KOST-BET,"6,25","20,32",,"25,32","1174,65",16,"1,4118389423","13,79","16,96","13,79","18,38",15,13,5,33,"22,65","24,06","4,62","4,62","20,62","22,03","2,97","2,97","20,12","21,53","2,56","2,56",,"5,68","0,85",52,,"24,06",,,TAK,1,1,0
1143,"RIBENA 40x40x4 - Pro_Tech, A4 czekolada ciemna",KOST-BET,"6,25","19,07",,"25,78","1174,65",16,"1,4118389423","14,04","17,27","14,04","18,68",15,13,5,33,"23,09","24,50","4,73","4,73","21,02","22,43","3,05","3,05","20,51","21,92","2,63","2,63",,"5,68","0,85",52,,"24,50",,,TAK,1,1,0
1144,"RIBENA 40x40x4 - Pro_Tech, A4 czekolada jasna",KOST-BET,"6,25","19,53",,"25,78","1174,65",16,"1,4118389423","14,04","17,27","14,04","18,68",15,13,5,33,"23,09","24,50","4,73","4,73","21,02","22,43","3,05","3,05","20,51","21,92","2,63","2,63",,"5,68","0,85",52,,"24,50",,,TAK,1,1,0
1145,"RIBENA 40x40x4 - Pro_Tech, A5 Toffi",KOST-BET,"6,25","19,53",,"25,78","1174,65",16,"1,4118389423","14,04","17,27","14,04","18,68",15,13,5,33,"23,09","24,50","4,73","4,73","21,02","22,43","3,05","3,05","20,51","21,92","2,63","2,63",,"5,68","0,85",52,,"24,50",,,TAK,1,1,0
1146,"RIBENA 40x40x4 - Pro_Tech, A6 marago ciemne",KOST-BET,"6,25","19,53",,"25,78","1174,65",16,"1,4118389423","14,04","17,27","14,04","18,68",15,13,5,33,"23,09","24,50","4,73","4,73","21,02","22,43","3,05","3,05","20,51","21,92","2,63","2,63",,"5,68","0,85",52,,"24,50",,,TAK,1,1,0
1147,"RIBENA 40x40x4 - Pro_Tech, A6 marago jasne",KOST-BET,"6,25","19,53",,"25,78","1174,65",16,"1,4118389423","14,04","17,27","14,04","18,68",15,13,5,33,"23,09","24,50","4,73","4,73","21,02","22,43","3,05","3,05","20,51","21,92","2,63","2,63",,"5,68","0,85",52,,"24,50",,,TAK,1,1,0
1148,"RIBENA 40x40x4 - Pro_Tech, A7 Wanilia",KOST-BET,"6,25","19,53",,"25,78","1174,65",16,"1,4118389423","14,04","17,27","14,04","18,68",15,13,5,33,"23,09","24,50","4,73","4,73","21,02","22,43","3,05","3,05","20,51","21,92","2,63","2,63",,"5,68","0,85",52,,"24,50",,,TAK,1,1,0
1149,"RIBENA 40x40x4 - Pro_Tech, A8 Mocca",KOST-BET,"6,25","19,53",,"25,78","1174,65",16,"1,4118389423","14,04","17,27","14,04","18,68",15,13,5,33,"23,09","24,50","4,73","4,73","21,02","22,43","3,05","3,05","20,51","21,92","2,63","2,63",,"5,68","0,85",52,,"24,50",,,TAK,1,1,0
1150,"RIBENA 40x40x4 - Pro_Tech, grafitowy",KOST-BET,"6,25","19,53",,"25,32","1174,65",16,"1,4118389423","13,79","16,96","13,79","18,38",15,13,5,33,"22,65","24,06","4,62","4,62","20,62","22,03","2,97","2,97","20,12","21,53","2,56","2,56",,"5,68","0,85",52,,"24,06",,,TAK,1,1,0
1151,"RIBENA 40x40x4 - gładka, biały_k",KOST-BET,,"19,07",,"19,07","1174,65",16,"1,4118389423","10,39","12,78","10,39","14,19",15,13,5,33,"16,71","18,12","3,20","3,20","15,19","16,60","1,96","1,96","14,80","16,21","1,64","1,64",,"16,35","0,85",52,,"18,12",,,TAK,1,1,0
1152,"RIBENA 40x40x4 - gładka, A4 czekolada ciemna",KOST-BET,,"19,07",,"19,53","1174,65",16,"1,4118389423","10,64","13,09","10,64","14,5",15,13,5,33,"17,15","18,56","3,30","3,30","15,59","17,00","2,04","2,04","15,20","16,61","1,72","1,72",,"16,35","0,85",52,,"18,56",,,TAK,1,1,0
1153,"RIBENA 40x40x4 - gładka, A4 czekolada jasna",KOST-BET,,"19,53",,"19,53","1174,65",16,"1,4118389423","10,64","13,09","10,64","14,5",15,13,5,33,"17,15","18,56","3,30","3,30","15,59","17,00","2,04","2,04","15,20","16,61","1,72","1,72",,"16,35","0,85",52,,"18,56",,,TAK,1,1,0
1154,"RIBENA 40x40x4 - gładka, A5 Toffi",KOST-BET,,"19,53",,"19,53","1174,65",16,"1,4118389423","10,64","13,09","10,64","14,5",15,13,5,33,"17,15","18,56","3,30","3,30","15,59","17,00","2,04","2,04","15,20","16,61","1,72","1,72",,"16,35","0,85",52,,"18,56",,,TAK,1,1,0
1155,"RIBENA 40x40x4 - gładka, A6 marago ciemne",KOST-BET,,"19,53",,"19,53","1174,65",16,"1,4118389423","10,64","13,09","10,64","14,5",15,13,5,33,"17,15","18,56","3,30","3,30","15,59","17,00","2,04","2,04","15,20","16,61","1,72","1,72",,"16,35","0,85",52,,"18,56",,,TAK,1,1,0
1156,"RIBENA 40x40x4 - gładka, A6 marago jasne",KOST-BET,,"19,53",,"19,53","1174,65",16,"1,4118389423","10,64","13,09","10,64","14,5",15,13,5,33,"17,15","18,56","3,30","3,30","15,59","17,00","2,04","2,04","15,20","16,61","1,72","1,72",,"16,35","0,85",52,,"18,56",,,TAK,1,1,0
1157,"RIBENA 40x40x4 - gładka, A7 Wanilia",KOST-BET,,"19,53",,"19,53","1174,65",16,"1,4118389423","10,64","13,09","10,64","14,5",15,13,5,33,"17,15","18,56","3,30","3,30","15,59","17,00","2,04","2,04","15,20","16,61","1,72","1,72",,"16,35","0,85",52,,"18,56",,,TAK,1,1,0
1158,"RIBENA 40x40x4 - gładka, A8 Mocca",KOST-BET,,"19,53",,"19,53","1174,65",16,"1,4118389423","10,64","13,09","10,64","14,5",15,13,5,33,"17,15","18,56","3,30","3,30","15,59","17,00","2,04","2,04","15,20","16,61","1,72","1,72",,"16,35","0,85",52,,"18,56",,,TAK,1,1,0
1159,"RIBENA 40x40x4 - gładka, grafitowy",KOST-BET,,"19,53",,"19,07","1174,65",16,"1,4118389423","10,39","12,78","10,39","14,19",15,13,5,33,"16,71","18,12","3,20","3,20","15,19","16,60","1,96","1,96","14,80","16,21","1,64","1,64",,"16,35","0,85",52,,"18,12",,,TAK,1,1,0
1160,"RIBENA 60x40x4 - Pro_Tech, biały forte",KOST-BET,"10,23","19,07",,"47,17","1174,65",16,"2,8236778846","25,69","31,6","25,69","34,43",15,13,5,33,"42,00","44,82","8,45","8,45","38,22","41,04","5,38","5,38","37,28","40,10","4,61","4,61",,"9,30","0,80",26,,"44,82",,,TAK,1,1,0
1161,"RIBENA 60x40x4 - Pro_Tech, biały_k",KOST-BET,"10,23","36,94",,"41,48","1174,65",16,"2,8236778846","22,59","27,79","22,59","30,62",15,13,5,33,"36,59","39,41","7,15","7,15","33,27","36,09","4,45","4,45","32,44","35,26","3,78","3,78",,"9,30","0,80",26,,"39,41",,,TAK,1,1,0
1162,"RIBENA 60x40x4 - Pro_Tech, A4 czekolada ciemna",KOST-BET,"10,23","31,25",,"42,91","1174,65",16,"2,8236778846","23,37","28,75","23,37","31,57",15,13,5,33,"37,95","40,77","7,48","7,48","34,52","37,34","4,69","4,69","33,66","36,48","3,99","3,99",,"9,30","0,80",26,,"40,77",,,TAK,1,1,0
1163,"RIBENA 60x40x4 - Pro_Tech, A4 czekolada jasna",KOST-BET,"10,23","32,68",,"42,91","1174,65",16,"2,8236778846","23,37","28,75","23,37","31,57",15,13,5,33,"37,95","40,77","7,48","7,48","34,52","37,34","4,69","4,69","33,66","36,48","3,99","3,99",,"9,30","0,80",26,,"40,77",,,TAK,1,1,0
1164,"RIBENA 60x40x4 - Pro_Tech, A5 Toffi",KOST-BET,"10,23","32,68",,"42,91","1174,65",16,"2,8236778846","23,37","28,75","23,37","31,57",15,13,5,33,"37,95","40,77","7,48","7,48","34,52","37,34","4,69","4,69","33,66","36,48","3,99","3,99",,"9,30","0,80",26,,"40,77",,,TAK,1,1,0
1165,"RIBENA 60x40x4 - Pro_Tech, A6 marago ciemne",KOST-BET,"10,23","32,68",,"42,91","1174,65",16,"2,8236778846","23,37","28,75","23,37","31,57",15,13,5,33,"37,95","40,77","7,48","7,48","34,52","37,34","4,69","4,69","33,66","36,48","3,99","3,99",,"9,30","0,80",26,,"40,77",,,TAK,1,1,0
1166,"RIBENA 60x40x4 - Pro_Tech, A6 marago jasne",KOST-BET,"10,23","32,68",,"42,91","1174,65",16,"2,8236778846","23,37","28,75","23,37","31,57",15,13,5,33,"37,95","40,77","7,48","7,48","34,52","37,34","4,69","4,69","33,66","36,48","3,99","3,99",,"9,30","0,80",26,,"40,77",,,TAK,1,1,0
1167,"RIBENA 60x40x4 - Pro_Tech, A7 Wanilia",KOST-BET,"10,23","32,68",,"42,91","1174,65",16,"2,8236778846","23,37","28,75","23,37","31,57",15,13,5,33,"37,95","40,77","7,48","7,48","34,52","37,34","4,69","4,69","33,66","36,48","3,99","3,99",,"9,30","0,80",26,,"40,77",,,TAK,1,1,0
1168,"RIBENA 60x40x4 - Pro_Tech, A8 Mocca",KOST-BET,"10,23","32,68",,"42,91","1174,65",16,"2,8236778846","23,37","28,75","23,37","31,57",15,13,5,33,"37,95","40,77","7,48","7,48","34,52","37,34","4,69","4,69","33,66","36,48","3,99","3,99",,"9,30","0,80",26,,"40,77",,,TAK,1,1,0
1169,"RIBENA 60x40x4 - Pro_Tech, grafitowy",KOST-BET,"10,23","32,68",,"41,48","1174,65",16,"2,8236778846","22,59","27,79","22,59","30,62",15,13,5,33,"36,59","39,41","7,15","7,15","33,27","36,09","4,45","4,45","32,44","35,26","3,78","3,78",,"9,30","0,80",26,,"39,41",,,TAK,1,1,0
1170,"RIBENA 60x40x4 - Pro_Tech, szary",KOST-BET,"10,23","31,25",,"41,48","1174,65",16,"2,8236778846","22,59","27,79","22,59","30,62",15,13,5,33,"36,59","39,41","7,15","7,15","33,27","36,09","4,45","4,45","32,44","35,26","3,78","3,78",,"9,30","0,80",26,,"39,41",,,TAK,1,1,0
1171,"RIBENA 60x40x4 - gładka, biały_k",KOST-BET,,,,"31,25","1174,65",16,"2,8236778846","17,02","20,94","17,02","23,76",15,13,5,33,"26,87","29,69","4,82","4,82","24,37","27,19","2,79","2,79","23,75","26,57","2,28","2,28",,"30,77","0,80",26,,"29,69",,,TAK,1,1,0
1172,"RIBENA 60x40x4 - gładka, A4 czekolada ciemna",KOST-BET,,"31,25",,"32,68","1174,65",16,"2,8236778846","17,8","21,9","17,8","24,72",15,13,5,33,"28,23","31,05","5,15","5,15","25,62","28,44","3,02","3,02","24,96","27,78","2,49","2,49",,"30,77","0,80",26,,"31,05",,,TAK,1,1,0
1173,"RIBENA 60x40x4 - gładka, A4 czekolada jasna",KOST-BET,,"32,68",,"32,68","1174,65",16,"2,8236778846","17,8","21,9","17,8","24,72",15,13,5,33,"28,23","31,05","5,15","5,15","25,62","28,44","3,02","3,02","24,96","27,78","2,49","2,49",,"30,77","0,80",26,,"31,05",,,TAK,1,1,0
1174,"RIBENA 60x40x4 - gładka, A5 Toffi",KOST-BET,,"32,68",,"32,68","1174,65",16,"2,8236778846","17,8","21,9","17,8","24,72",15,13,5,33,"28,23","31,05","5,15","5,15","25,62","28,44","3,02","3,02","24,96","27,78","2,49","2,49",,"30,77","0,80",26,,"31,05",,,TAK,1,1,0
1175,"RIBENA 60x40x4 - gładka, A6 marago ciemne",KOST-BET,,"32,68",,"32,68","1174,65",16,"2,8236778846","17,8","21,9","17,8","24,72",15,13,5,33,"28,23","31,05","5,15","5,15","25,62","28,44","3,02","3,02","24,96","27,78","2,49","2,49",,"30,77","0,80",26,,"31,05",,,TAK,1,1,0
1176,"RIBENA 60x40x4 - gładka, A6 marago jasne",KOST-BET,,"32,68",,"32,68","1174,65",16,"2,8236778846","17,8","21,9","17,8","24,72",15,13,5,33,"28,23","31,05","5,15","5,15","25,62","28,44","3,02","3,02","24,96","27,78","2,49","2,49",,"30,77","0,80",26,,"31,05",,,TAK,1,1,0
1177,"RIBENA 60x40x4 - gładka, A7 Wanilia",KOST-BET,,"32,68",,"32,68","1174,65",16,"2,8236778846","17,8","21,9","17,8","24,72",15,13,5,33,"28,23","31,05","5,15","5,15","25,62","28,44","3,02","3,02","24,96","27,78","2,49","2,49",,"30,77","0,80",26,,"31,05",,,TAK,1,1,0
1178,"RIBENA 60x40x4 - gładka, A8 Mocca",KOST-BET,,"32,68",,"32,68","1174,65",16,"2,8236778846","17,8","21,9","17,8","24,72",15,13,5,33,"28,23","31,05","5,15","5,15","25,62","28,44","3,02","3,02","24,96","27,78","2,49","2,49",,"30,77","0,80",26,,"31,05",,,TAK,1,1,0
1179,"RIBENA 60x40x4 - gładka, grafitowy",KOST-BET,,"32,68",,"31,25","1174,65",16,"2,8236778846","17,02","20,94","17,02","23,76",15,13,5,33,"26,87","29,69","4,82","4,82","24,37","27,19","2,79","2,79","23,75","26,57","2,28","2,28",,"30,77","0,80",26,,"29,69",,,TAK,1,1,0
1180,"RIBENA 60x40x4 - gładka, szary",KOST-BET,,"31,25",,"24,60","1174,65",16,"2,8236778846","13,4","16,48","13,4","19,31",15,13,5,33,"20,55","23,37","3,30","3,30","18,59","21,41","1,71","1,71","18,09","20,91","1,30","1,30",,"30,77","0,80",26,,"23,37",,,TAK,1,1,0
1181,"Płyta tarasowa RIBENA 80x80x5 - Pro_Tech, biały forte",KOST-BET,,,,"118,08","1174,65",16,"7,3415625","64,32","79,11","64,32","86,46",15,13,5,33,"104,84","112,18","20,91","20,91","95,39","102,73","13,23","13,23","93,03","100,37","11,31","11,31",,"78,00","0,78",10,,"112,18",,,TAK,1,1,0
1182,"Płyta tarasowa RIBENA 80x80x5 - Pro_Tech, biały_k",KOST-BET,,,,"106,03","1174,65",16,"7,3415625","57,76","71,04","57,76","78,38",15,13,5,33,"93,39","100,73","18,17","18,17","84,91","92,25","11,28","11,28","82,79","90,13","9,55","9,55",,"78,00","0,78",10,,"100,73",,,TAK,1,1,0
1183,"Płyta tarasowa RIBENA 80x80x5 - Pro_Tech, grafitowy",KOST-BET,,,,"106,03","1174,65",16,"7,3415625","57,76","71,04","57,76","78,38",15,13,5,33,"93,39","100,73","18,17","18,17","84,91","92,25","11,28","11,28","82,79","90,13","9,55","9,55",,"78,00","0,78",10,,"100,73",,,TAK,1,1,0
1184,"Płyta tarasowa RIBENA 80x80x5 - Pro_Tech, stalowy",KOST-BET,,,,"106,03","1174,65",16,"7,3415625","57,76","71,04","57,76","78,38",15,13,5,33,"93,39","100,73","18,17","18,17","84,91","92,25","11,28","11,28","82,79","90,13","9,55","9,55",,"78,00","0,78",10,,"100,73",,,TAK,1,1,0
1185,"Płyta tarasowa RIBENA 80x80x5 - gładka, biały_k",KOST-BET,,,,"82,66","1174,65",16,"7,3415625","45,03","55,38","45,03","62,72",15,13,5,33,"71,19","78,53","12,85","12,85","64,58","71,92","7,48","7,48","62,93","70,27","6,14","6,14",,"78,00","0,78",10,,"78,53",,,TAK,1,1,0
1186,"Płyta tarasowa RIBENA 80x80x5 - gładka, grafitowy",KOST-BET,,,,"82,66","1174,65",16,"7,3415625","45,03","55,38","45,03","62,72",15,13,5,33,"71,19","78,53","12,85","12,85","64,58","71,92","7,48","7,48","62,93","70,27","6,14","6,14",,"78,00","0,78",10,,"78,53",,,TAK,1,1,0
1187,"Płyta tarasowa RIBENA 80x80x5 - gładka, stalowy",KOST-BET,,,,"82,66","1174,65",16,"7,3415625","45,03","55,38","45,03","62,72",15,13,5,33,"71,19","78,53","12,85","12,85","64,58","71,92","7,48","7,48","62,93","70,27","6,14","6,14",,"78,00","0,78",10,,"78,53",,,TAK,1,1,0
1188,RIBENA 60x30x4,KOST-BET,,,,,"1174,65",,,0,0,0,,,,0,0,,"0,00","0,00",,,"0,00",,,,"0,00",,,,,,,,"0,00",,,TAK,,1,0
1189,"RIBENA 60x30x4 - Pro_Tech, biały forte",KOST-BET,"7,68",,,"31,84","1174,65",16,"1,4118389423","17,34","21,33","17,34","22,74",15,13,5,33,"28,84","30,25","6,10","6,10","26,30","27,71","4,04","4,04","25,66","27,07","3,52","3,52",,"6,97","0,88",52,,"30,25",,,TAK,1,1,0
1190,"RIBENA 60x30x4 - Pro_Tech, biały_k",KOST-BET,"7,68","24,16",,"29,00","1174,65",16,"1,4118389423","15,8","19,43","15,8","20,84",15,13,5,33,"26,14","27,55","5,45","5,45","23,82","25,23","3,57","3,57","23,24","24,65","3,10","3,10",,"6,97","0,88",52,,"27,55",,,TAK,1,1,0
1191,"RIBENA 60x30x4 - Pro_Tech, A4 czekolada ciemna",KOST-BET,"7,68","21,32",,"31,84","1174,65",16,"1,4118389423","17,34","21,33","17,34","22,74",15,13,5,33,"28,84","30,25","6,10","6,10","26,30","27,71","4,04","4,04","25,66","27,07","3,52","3,52",,"6,97","0,88",52,,"30,25",,,TAK,1,1,0
1192,"RIBENA 60x30x4 - Pro_Tech, A4 czekolada jasna",KOST-BET,"7,68","24,16",,"31,84","1174,65",16,"1,4118389423","17,34","21,33","17,34","22,74",15,13,5,33,"28,84","30,25","6,10","6,10","26,30","27,71","4,04","4,04","25,66","27,07","3,52","3,52",,"6,97","0,88",52,,"30,25",,,TAK,1,1,0
1193,"RIBENA 60x30x4 - Pro_Tech, A5 Toffi",KOST-BET,"7,68","24,16",,"31,84","1174,65",16,"1,4118389423","17,34","21,33","17,34","22,74",15,13,5,33,"28,84","30,25","6,10","6,10","26,30","27,71","4,04","4,04","25,66","27,07","3,52","3,52",,"6,97","0,88",52,,"30,25",,,TAK,1,1,0
1194,"RIBENA 60x30x4 - Pro_Tech, A6 marago ciemne",KOST-BET,"7,68","24,16",,"31,84","1174,65",16,"1,4118389423","17,34","21,33","17,34","22,74",15,13,5,33,"28,84","30,25","6,10","6,10","26,30","27,71","4,04","4,04","25,66","27,07","3,52","3,52",,"6,97","0,88",52,,"30,25",,,TAK,1,1,0
1195,"RIBENA 60x30x4 - Pro_Tech, A6 marago jasne",KOST-BET,"7,68","24,16",,"31,84","1174,65",16,"1,4118389423","17,34","21,33","17,34","22,74",15,13,5,33,"28,84","30,25","6,10","6,10","26,30","27,71","4,04","4,04","25,66","27,07","3,52","3,52",,"6,97","0,88",52,,"30,25",,,TAK,1,1,0
1196,"RIBENA 60x30x4 - Pro_Tech, A7 Wanilia",KOST-BET,"7,68","24,16",,"31,84","1174,65",16,"1,4118389423","17,34","21,33","17,34","22,74",15,13,5,33,"28,84","30,25","6,10","6,10","26,30","27,71","4,04","4,04","25,66","27,07","3,52","3,52",,"6,97","0,88",52,,"30,25",,,TAK,1,1,0
1197,"RIBENA 60x30x4 - Pro_Tech, A8 Mocca",KOST-BET,"7,68","24,16",,"31,84","1174,65",16,"1,4118389423","17,34","21,33","17,34","22,74",15,13,5,33,"28,84","30,25","6,10","6,10","26,30","27,71","4,04","4,04","25,66","27,07","3,52","3,52",,"6,97","0,88",52,,"30,25",,,TAK,1,1,0
1198,"RIBENA 60x30x4 - Pro_Tech, grafitowy",KOST-BET,"7,68","24,16",,"29,00","1174,65",16,"1,4118389423","15,8","19,43","15,8","20,84",15,13,5,33,"26,14","27,55","5,45","5,45","23,82","25,23","3,57","3,57","23,24","24,65","3,10","3,10",,"6,97","0,88",52,,"27,55",,,TAK,1,1,0
1199,"RIBENA 60x30x4 - Pro_Tech, szary",KOST-BET,"7,68","21,32",,"29,00","1174,65",16,"1,4118389423","15,8","19,43","15,8","20,84",15,13,5,33,"26,14","27,55","5,45","5,45","23,82","25,23","3,57","3,57","23,24","24,65","3,10","3,10",,"6,97","0,88",52,,"27,55",,,TAK,1,1,0
1200,"RIBENA 60x30x4 - gładka, biały_k",KOST-BET,,,,"21,32","1174,65",16,"1,4118389423","11,61","14,28","11,61","15,7",15,13,5,33,"18,85","20,26","3,71","3,71","17,14","18,55","2,32","2,32","16,72","18,13","1,98","1,98",,"16,98","0,88",52,,"20,26",,,TAK,1,1,0
1201,"RIBENA 60x30x4 - gładka, A4 czekolada ciemna",KOST-BET,,"21,32",,"24,16","1174,65",16,"1,4118389423","13,16","16,19","13,16","17,6",15,13,5,33,"21,55","22,96","4,36","4,36","19,61","21,02","2,78","2,78","19,13","20,54","2,39","2,39",,"16,98","0,88",52,,"22,96",,,TAK,1,1,0
1202,"RIBENA 60x30x4 - gładka, A4 czekolada jasna",KOST-BET,,"24,16",,"24,16","1174,65",16,"1,4118389423","13,16","16,19","13,16","17,6",15,13,5,33,"21,55","22,96","4,36","4,36","19,61","21,02","2,78","2,78","19,13","20,54","2,39","2,39",,"16,98","0,88",52,,"22,96",,,TAK,1,1,0
1203,"RIBENA 60x30x4 - gładka, A5 Toffi",KOST-BET,,"24,16",,"24,16","1174,65",16,"1,4118389423","13,16","16,19","13,16","17,6",15,13,5,33,"21,55","22,96","4,36","4,36","19,61","21,02","2,78","2,78","19,13","20,54","2,39","2,39",,"16,98","0,88",52,,"22,96",,,TAK,1,1,0
1204,"RIBENA 60x30x4 - gładka, A6 marago ciemne",KOST-BET,,"24,16",,"24,16","1174,65",16,"1,4118389423","13,16","16,19","13,16","17,6",15,13,5,33,"21,55","22,96","4,36","4,36","19,61","21,02","2,78","2,78","19,13","20,54","2,39","2,39",,"16,98","0,88",52,,"22,96",,,TAK,1,1,0
